,caption,i-e,s-n,t-f,j-p
686,"Witnessing @dwyanewade #OneLastDance in Toronto.

#Raptors #Heat #NBA",0.0,1.0,0.0,0.0
687,Happy birthday to this stunningly beautiful country. #Nofilter #ReallyNoFilter #HappyCanadaDay #MoraineLake #Banff #BanffNationalPark# Canada,0.0,1.0,0.0,0.0
688,#Lisbon #portugal #shotonmoment,0.0,1.0,0.0,0.0
689,#Lisbon #Portugal #ShotonMoment,0.0,1.0,0.0,0.0
690,The infamous #tram28 #lisbon #portugal #shotonmoment,0.0,1.0,0.0,0.0
691,#PenaPalace is an absolutely stunning piece of architecture #Sintra #Portugal #ShotOnMoment,0.0,1.0,0.0,0.0
692,It’s #InternationalCorgiDay! ❤️ #corgi #corgisofinstagram #corgipuppy #corgination #corgilife #corgilove #corgigram #corgiworld #corgiaddict #dogsofinstagram #petsofinstagram,0.0,1.0,0.0,0.0
693,Tea Timer,1.0,1.0,0.0,1.0
694,New trainers for the boys in the house,1.0,1.0,0.0,1.0
695,"@jawboxgin with @fevertree_uk and raspberries. What's good, Saturday?",1.0,1.0,0.0,1.0
696,"Turkey, Avocado and Sriracha Wholemeal Bap for lunch. Noice.",1.0,1.0,0.0,1.0
697,This new food caddy was stinking our kitchen. So I stuck two screws into the big brown bin and now it hangs inside the bin that the bags will end up in anyway!,1.0,1.0,0.0,1.0
698,First haircut today! Thanks @kiddieskuts! The hairdresser in Mothercare Lisburn was amazing with Charlie.,1.0,1.0,0.0,1.0
699,Quick ragu with avocado for dinner 🥑,1.0,1.0,0.0,1.0
700,"Grabbed my first @guilttripcoffee today - the Kenyan Batch coffee was unbelievable! Also, got a mug.",1.0,1.0,0.0,1.0
701,"Look Dad, no hands!",1.0,1.0,0.0,1.0
702,Protein pancakes for breakfast 🍳,1.0,1.0,0.0,1.0
703,"Seriously though, these protein pancakes are ridiculous",1.0,1.0,0.0,1.0
704,"Smoked haddock, chorizo with potatoes and vegetables. Well played @maggielunn",1.0,1.0,0.0,1.0
705,Crepes this morning,1.0,1.0,0.0,1.0
706,Mount Stewart was nice this morning,1.0,1.0,0.0,1.0
707,Lunch - protein pancakes and greek yogurt with seeds and some honey. Unreal.,1.0,1.0,0.0,1.0
708,Black pudding and egg mayo bap from @coppipiccolo this morning - delicious!,1.0,1.0,0.0,1.0
709,Bettys Tea Room today,1.0,1.0,0.0,1.0
710,Always acceptable to drink at any time of the day in airports #retreatful,1.0,1.0,0.0,1.0
711,On retreat. Weather is shite like.,1.0,1.0,0.0,1.0
712,Delivery,1.0,1.0,0.0,1.0
713,Making pasta,1.0,1.0,0.0,1.0
714,Bruschetta,1.0,1.0,0.0,1.0
715,Fresh burrata and fig bruschetta,1.0,1.0,0.0,1.0
716,Pizza,1.0,1.0,0.0,1.0
717,Getting caught in the rain is much more fun now!,1.0,1.0,0.0,1.0
718,"A pint for me, but just a water for him please.",1.0,1.0,0.0,1.0
719,Just like his Dad...,1.0,1.0,0.0,1.0
720,Beach day!,1.0,1.0,0.0,1.0
721,There they are,1.0,1.0,0.0,1.0
722,And... relax...,1.0,1.0,0.0,1.0
723,Late night walks,1.0,1.0,0.0,1.0
724,Show us your smile 😊,1.0,1.0,0.0,1.0
725,Day at the beach,1.0,1.0,0.0,1.0
726,🎃,1.0,1.0,0.0,1.0
727,Peek-a-boo,1.0,1.0,0.0,1.0
728,Little gamer,1.0,1.0,0.0,1.0
729,What a difference a year makes,1.0,1.0,0.0,1.0
730,#2017bestnine,1.0,1.0,0.0,1.0
731,Cheeky monkey,1.0,1.0,0.0,1.0
732,Croque Diablo at @generalmerchants this morning - amazing.,1.0,1.0,0.0,1.0
733,"Farewell beard, another winter done!",1.0,1.0,0.0,1.0
734,Decoratin’,1.0,1.0,0.0,1.0
735,Got super frustrated with the wifi speeds at a distance from our Virgin Superhub 3 (which is shite btw). Ended up going for the Netgear Orbi. Top of this pic is standing on opposite side of house with Superhub. Bottom is the Orbi. Amazing difference!,1.0,1.0,0.0,1.0
736,Good Tuesday,1.0,1.0,0.0,1.0
737,Smiles all round!,1.0,1.0,0.0,1.0
738,Goodbye Mandela Hall,1.0,1.0,0.0,1.0
739,@asiwyfa_music last night at @mandelahall - stunning!,1.0,1.0,0.0,1.0
740,My first experience with halloumi fries - unreal,1.0,1.0,0.0,1.0
741,Loves the Glider bus 🚌,1.0,1.0,0.0,1.0
742,Seeing the mangroves today with @getconversio,1.0,1.0,0.0,1.0
743,Canoeing 🛶,1.0,1.0,0.0,1.0
744,Not a bad day to be honest,1.0,1.0,0.0,1.0
745,Amazing scenery in Zanzibar,1.0,1.0,0.0,1.0
746,Last night in Zanzibar - an amazing time with the @getconversio team.,1.0,1.0,0.0,1.0
747,"And... home.
#nofilter",1.0,1.0,0.0,1.0
748,"This is the first time I’ve ever had a real Christmas tree in my house. Smells amazing, although we only had decorations for a much smaller tree...",1.0,1.0,0.0,1.0
749,Took Charlie to see Santa on a steam train today. Arrived in Whitehead and waited on the train at the station for an hour. Charlie loved it. I did not.,1.0,1.0,0.0,1.0
750,Won’t be long until I’m ordering two coffees!,1.0,1.0,0.0,1.0
751,Christmas ☕️,1.0,1.0,0.0,1.0
752,Wedding today - thanks for having us @lunnbag,1.0,1.0,0.0,1.0
753,3 generations. What an amazing day @lunnbag @chrismcq1985 🧡,1.0,1.0,0.0,1.0
754,Amazing,1.0,1.0,0.0,1.0
755,Not long until this one will be a big brother,1.0,1.0,0.0,1.0
756,Part of the changing bag we got for the new baby arrived today...,1.0,1.0,0.0,1.0
757,Three years old today. How?!,1.0,1.0,0.0,1.0
758,"Easter - even though Charlie is sick, the idea of some chocolate later is helping him get through the day 😜",1.0,1.0,0.0,1.0
759,"Max Lunn - 8lb 14oz. 
Born 12th May 2019.",1.0,1.0,0.0,1.0
760,Brothers 💙,1.0,1.0,0.0,1.0
761,Brothers 💙,1.0,1.0,0.0,1.0
762,⛱,1.0,1.0,0.0,1.0
763,Food on retreat has been incredible,1.0,1.0,0.0,1.0
764,4 months old. Where did that time go?!,1.0,1.0,0.0,1.0
765,"Ooof, Shelby’s was delicious!",1.0,1.0,0.0,1.0
766,"I’ve been so proud of Charlie since Max arrived into our lives. It must be challenging to be the centre of attention one day, and then have to share that space with your brother. Charlie is growing up as a happy, lovely little boy, and having time off work to spend more time with my family is a great reminder of that 💙",1.0,1.0,0.0,1.0
767,Happy Halloween! 🎃 😈,1.0,1.0,0.0,1.0
768,"We’re deep in teething territory at the moment, but Max still manages a smile! 😃",1.0,1.0,0.0,1.0
769,These two absolutely light up everything about this time of year for me 💙,1.0,1.0,0.0,1.0
770,"I’m no stamp collector, but these gaming stamps are great!",1.0,1.0,0.0,1.0
771,I think Max is tired... 😴,1.0,1.0,0.0,1.0
772,I think Max is tired... 😴,1.0,1.0,0.0,1.0
773,Who needs exercise when you’re running around after these two!,1.0,1.0,0.0,1.0
774,Who needs exercise when you’re running around after these two!,1.0,1.0,0.0,1.0
775,"So excited for the barbers to open again.

Also, hairplunk.",1.0,1.0,0.0,1.0
776,Lunch was VERY good today!,1.0,1.0,0.0,1.0
777,"And.... just like that, Max is 1.

HOW?!",1.0,1.0,0.0,1.0
778,Out on the water at Carrickfergus ☀️,1.0,1.0,0.0,1.0
779,"Getting close to the end of what possibly has been the most stressful and ever-changing year ever.

Lucky for us, we’re surrounded by our amazing family and friends who have provided incredible support and love during this NONSENSE year.

❤️",1.0,1.0,0.0,1.0
780,"There’s me thinking, “Ach, need a photo of the boys for Christmas.”

Little did I know that getting a photo of these two sitting still and “smiling” would be the biggest challenge this year!",1.0,1.0,0.0,1.0
781,"There’s me thinking, “Ach, need a photo of the boys for Christmas.”

Little did I know that getting a photo of these two sitting still and “smiling” would be the biggest challenge this year!",1.0,1.0,0.0,1.0
782,Charlie is 5 today. It’s also his second birthday during a lockdown. OBSESSED with Mario.,1.0,1.0,0.0,1.0
783,On Tyranny (in Shoreditch) #nofilter,1.0,0.0,1.0,0.0
784,Photos​=>Animation=>Video #teampixel #googlephotos #futureme,1.0,0.0,1.0,0.0
785,Time to go home #nofilter,1.0,0.0,1.0,0.0
786,Bunkr: an esports concept store in #shoreditch #fnaticbunkr,1.0,0.0,1.0,0.0
787,Geometry @ #f82017,1.0,0.0,1.0,0.0
788,Day 2 geometry @ #f82017 #nofilter,1.0,0.0,1.0,0.0
789,@aerotwist #nofilter #teampixel #teamweb,1.0,0.0,1.0,0.0
790,Distorted perception #skrwtapp,1.0,0.0,1.0,0.0
791,#iamremarkable by @anna_vai,1.0,0.0,1.0,0.0
792,We must go deeper #io17,1.0,0.0,1.0,0.0
793,"Meteors, dinosaurs and sunglasses #io17",1.0,0.0,1.0,0.0
794,British Android phones? #WileyFoxPopUp,1.0,0.0,1.0,0.0
795,Reality check #pawsquad #nofilter #deptheffect,1.0,0.0,1.0,0.0
796,Meeting @helm5101,1.0,0.0,1.0,0.0
797,Blur #latergram,1.0,0.0,1.0,0.0
798,Aftermath #teampixel #nintendoswitch,1.0,0.0,1.0,0.0
799,Frame thy fearful symmetry #nofilter,1.0,0.0,1.0,0.0
800,🎵I'm just standing here selling everything🎵#nofilter #latergram,1.0,0.0,1.0,0.0
801,Mike & Peter #nofilter #teamweb,1.0,0.0,1.0,0.0
802,Farringdon,1.0,0.0,1.0,0.0
803,Before & After #AndroidOreo #eclipse,1.0,0.0,1.0,0.0
804,Welcome to the hellmouth #BtVS,1.0,0.0,1.0,0.0
805,TI!,1.0,0.0,1.0,0.0
806,@aarongove #lotsafilters,1.0,0.0,1.0,0.0
807,"Android Playtime Berlin 
#teampixel #shotonpixel #pixel2 #sheen #androidfigurine #androidfigure #portraitmode",1.0,0.0,1.0,0.0
808,"Another day. Another plane.
#teampixel #shotonpixel #chromedevsummit #pixel2",1.0,0.0,1.0,0.0
809,#nofilter #chromedevsummit #teampixel #teamweb #shotonpixel,1.0,0.0,1.0,0.0
810,@peter.j.shin #chromedevsummit #chromedevsummit2017 #teampixel #shotonpixel #teamweb,1.0,0.0,1.0,0.0
811,"Ongoing testing
#chromedevsummit",1.0,0.0,1.0,0.0
812,"50 shades
#chromedevsummit #shotonpixel #teamweb #teampixel",1.0,0.0,1.0,0.0
813,@paul.irish #chromedevsummit #teampixel #teamweb #shotonpixel,1.0,0.0,1.0,0.0
814,"Thoughts about fortuitous colours
#shotonpixel #teampixel #widewhynot",1.0,0.0,1.0,0.0
815,Sweet memories of Tokyo #teampixel #shotonpixel #portraitmode,1.0,0.0,1.0,0.0
816,#decadence @actualtorgo @hadleybeeman,1.0,0.0,1.0,0.0
817,@cyberdees #nofilter #portraitmode #shotonpixel,1.0,0.0,1.0,0.0
818,Silence in the library,1.0,0.0,1.0,0.0
819,A quiet evening in Paris #shotonpixel,1.0,0.0,1.0,0.0
820,#Passenger57 #shotonpixel2 #colorware,1.0,0.0,1.0,0.0
821,Mokum #ampconf #ampconf2018,1.0,0.0,1.0,0.0
822,On stage at Online Marketing Rockstars event and showing them that you can take photos using @instagram's PWA on iOS.,1.0,0.0,1.0,0.0
823,T.I.S. (This Is Soho) #knaan #latergram #shotonpixel2 #teampixel,1.0,0.0,1.0,0.0
824,Uninstalled #latergram #shoreditch,1.0,0.0,1.0,0.0
825,The t-shirts of #io18 #shotonpixel2 #shotonpixel #teampixel,1.0,0.0,1.0,0.0
826,Bez & Rahul #teamweb #shotonpixel2 #io18 #teampixel,1.0,0.0,1.0,0.0
827,@chrislacy and @adamkoch8 #io18,1.0,0.0,1.0,0.0
828,"Started reading ""Going Offline"" by @adactio",1.0,0.0,1.0,0.0
829,Cakes from @hummingbbakery turned up at the office. Both Key Lime Pie and Peanut Butter & Jelly would make for great codenames.,1.0,0.0,1.0,0.0
830,Open #refugeeswelcome,1.0,0.0,1.0,0.0
831,The Secret Lives of Baba Segi's Wives,1.0,0.0,1.0,0.0
832,Hong Kong Taxi #nofilter #shotonpixel2 #shotonpixel #teampixel,1.0,0.0,1.0,0.0
833,@thereshegoesroamingband in Covent Garden,1.0,0.0,1.0,0.0
834,Prints from my portraiture course at @citylit The models are some of my fellow students.,1.0,0.0,1.0,0.0
835,Cignale gelato cookie #latergram #Tokyo #TokyoEats,1.0,0.0,1.0,0.0
836,Spital Yard #nofilter,1.0,0.0,1.0,0.0
837,Nokia to Withings #boom #withings #newwatchalert,1.0,0.0,1.0,0.0
838,The legend that is Manu Cornet #shotonpixel2 #portraitmode,1.0,0.0,1.0,0.0
839,"🎵
Superstar, you finally made it
But once your picture becomes tainted
It's what they call
The rise and fall
🎵",1.0,0.0,1.0,0.0
840,That thing where you connect Adam and Simon then magic happens,1.0,0.0,1.0,0.0
841,Another quiet evening in Paris #shotonpixel #shotonpixel2 #nightsight,1.0,0.0,1.0,0.0
842,#NightSight panorama in New York #latergram #shotonpixel #teampixel #googlephotos #widewhynot,1.0,0.0,1.0,0.0
843,The Shadow Knows #WhereInTheWorld #WideWhyNot,1.0,0.0,1.0,0.0
844,Empire 2.0 #latergram #shotonpixel,1.0,0.0,1.0,0.0
845,Mixer #speedfactory #io19 #mlkit,1.0,0.0,1.0,0.0
846,The New Normal #discoverswitzerland #typography,1.0,0.0,1.0,0.0
847,Leave the pieces when you go #spectreapp #spectreshot #latergram,1.0,0.0,1.0,0.0
848,@miles_holder at the #CreatorMeet in Zürich sponsored by @eyeemphoto @canondeutschland and @viueyewear /cc @creatormeets #shotoncanoneosr #eyeemoninstagram #canondeutschland #creatormeets #eyeemphoto #canonforaday #shotoncanon,1.0,0.0,1.0,0.0
849,A necessary change of perspective #snapseed #widewhynot,1.0,0.0,1.0,0.0
850,The men in black: @romainguy and Chet Haase #itainteasybeinggreen #playtime2019 #playtime #mokum,1.0,0.0,1.0,0.0
851,All of the lights #shotonpixel #latergram,1.0,0.0,1.0,0.0
852,"Spot the asymmetry
#AccidentalMirrorSelfie #shotonpixel #MadridIsMagic #latergram",1.0,0.0,1.0,0.0
853,Torre Picasso #latergram,1.0,0.0,1.0,0.0
854,"New flavours.
1- It turns out Meiji The Chocolate has a wide variety of flavours but I just haven't figured out where to buy them all. My current strategy (visiting random 7-11s, Lawson Marts and Family Marts) may be sub-optimal. 
2- Matcha hot chocolate at Hi Cocoa in Harjuku. Highly recommended.",1.0,0.0,1.0,0.0
855,"❤️andalism inspired by Shibuya-kei
#snapseed #shibuya",1.0,0.0,1.0,0.0
856,Starfield Library at night #halfthestoryhasneverbeentold #latergram,1.0,0.0,1.0,0.0
857,Memories of Singapore #latergram #synthwave,1.0,0.0,1.0,0.0
858,@turiciencia in Zurich West #PhotographersOfInstagram,1.0,0.0,1.0,0.0
859,"Achievement Unlocked!
#rubikscube #shotonpixel5 #vitsoe",1.0,0.0,1.0,0.0
860,"Halle und Prime
#shotoniphone12promax #zurich",1.0,0.0,1.0,0.0
861,When you have friends moving to #Florida and finally lay yourself down in your #nest after a long day of contemplating your next move...could the sign from the universe be any more obvious?#readwhatyouwill #thisspeaksvolumes #needmorewine #justforshitsandgiggles,0.0,0.0,0.0,1.0
862,"🙌🏼🙌🏼🙌🏼 no, but really, help 😩",0.0,0.0,0.0,1.0
863,"Oh, wine industry please don't leave me. #2017grapetour #loveyourjob",0.0,0.0,0.0,1.0
864,"I told the #barista I want, ""All the caffeine"" insert a vanilla #coldpress something because I've got 200 emails to send and a FB page to build. #bossbabe #makeyouropportunities",0.0,0.0,0.0,1.0
865,#2017grapetour #winelistresearch #loveyourjob,0.0,0.0,0.0,1.0
866,Coming up with feature drinks is kind of #myjam #loveyourjob #donttakelifetooseriously,0.0,0.0,0.0,1.0
867,"#2017grapetour Look at this little gem I found for less than $13 at a small little #countryliquorstore on the way back from #Osceola #springfling Oh yes, I will be going back...with a cart. #cometomama #diamondintherough #winefinds #jamiesonranch #reatachard",0.0,0.0,0.0,1.0
868,#2017grapetour next stop...this $7 gem #endofthenight #herecomesairhockey #oakychard #hayesranch,0.0,0.0,0.0,1.0
869,"#airhockey as promised...
Dan's first game is about to happen...and the #turntables are goin. Hellooo #housepartyfortwo",0.0,0.0,0.0,1.0
870,He's maybe enjoying this more than he should...and...GGOOOAAAALLLLLLL #airhockey #2017grapetour,0.0,0.0,0.0,1.0
871,Guess who is making their triumphant return to #downtownhudsonwi #bartending @dwjoe69 #newellies,0.0,0.0,0.0,1.0
872,Just getting ready for a work meeting ...are you at all surprised? #zoomisthebomb #chamcham #loveyourjob,0.0,0.0,0.0,1.0
873,Testing the competition.,0.0,0.0,0.0,1.0
874,#2017grapetour takes us down the path of Spanish bubbles. #cava #lolohudson #chamcham #winelover,0.0,0.0,0.0,1.0
875,The #2017grapetour continues with a new sparkling find... 60% Pinot noir 40% Chardonnay. #oregonwine #argyle #oregonbrut,0.0,0.0,0.0,1.0
876,How do you use up #corona in your house? #leftoverthursday is now a thing. #wildrice brats and #beersleftbehind create an awesome dinner.,0.0,0.0,0.0,1.0
877,"Check out this gem we just cracked open! Aged 20 years, just the way I like it. #2017grapetour #1997trinchero #trinchero #1997cabernet #sameyeariwasafreshman #mymanisbetterthanyours",0.0,0.0,0.0,1.0
878,"Doug's 60th Birthday. Filets with tallow butter, lobster tails, and another #2017grapetour masterpiece: Perrier-Jouet Grand Brut. #tallow #lobster #filet #winelover #chamcham #60thbirthday",0.0,0.0,0.0,1.0
879,Wednesday nights in #America embrace your #freedom,0.0,0.0,0.0,1.0
880,Marina friends. #FRANDS,0.0,0.0,0.0,1.0
881,If your fridge doesn't look like this you're doing it wrong. #moetchandon #taittinger #sthilaire #champagnelifestyle #nexttothemilk #livelife #fuckhaters #livelaughlove #2017grapetour,0.0,0.0,0.0,1.0
882,Got invited to a dinner party...prepare for the awesomeness. #2017grapetour #livinglife,0.0,0.0,0.0,1.0
883,The garnishes begin...what's for dinner? #2017grapetour #dinnerparty #livelaughlove,0.0,0.0,0.0,1.0
884,"Did you say you wanted meat, in your mouth? #2017grapetour  #dinnerparty  #livelaughlove  #ribeye",0.0,0.0,0.0,1.0
885,Make sure you bring all your girlfriends! #lifehack #2017grapetour #dinnerparty #livelaughlove #gloriaferrer #mummnapa #sthilaire #taittinger,0.0,0.0,0.0,1.0
886,Crab cakes #2017grapetour #dinnerparty #livelaughlove,0.0,0.0,0.0,1.0
887,This is how we make the secret sauce. #crabcakes #2017grapetour #dinnerparty #livelaughlove #rachelsmoves,0.0,0.0,0.0,1.0
888,How's your Labor Day? #freedom #livelaughlove,0.0,0.0,0.0,1.0
889,When your bad cowboy puts out the vibe... #theyhateuscausetheyaintus #boatlife #friendsoverfamily,0.0,0.0,0.0,1.0
890,River life?? #cowboyboots #boatlife #adockcrew #myfriendsarebetterthanyourfriends,0.0,0.0,0.0,1.0
891,Bringing @koehlerlange and @molliemaxine12 to an undiscovered gem... AKA popping their Nova 🍒 It's a red blend kind of day. #2017grapetour #theymademewalkhere #gillmorewines #mariposa,0.0,0.0,0.0,1.0
892,"Two Bottle Tuesday! Cozy couches, good company, and delicious wine make for a great weekend recovery program. #2017grapetour #jezebelwine #oregonpinotnoir #makenewfriendsday @koehlerlange @molliemaxine12",0.0,0.0,0.0,1.0
893,True friendship in Nashville. #myfriendsarebetterthanyourfriends,0.0,0.0,0.0,1.0
894,Insanely delicious #chickenenchiladasverdes recipe served on #wildrice topped with a #perfectlyripeavocado #forthewin #icanteven,0.0,0.0,0.0,1.0
895,I never get sick of this view. #lolohudson #bestbackbar #liquorfordays,0.0,0.0,0.0,1.0
896,You make your BF watch Guardians of the Galaxy and all of a sudden everything is a reference. #tookmonthstoconvince #iamgroot #2018grapetour #guardiansofthegalaxy #grootlove #gruet #whatseatinggilbertgruet,0.0,0.0,0.0,1.0
897,Because every girl deserves a breakup cake. @dwjoe69 #eatyouremotions #iwishicouldquityou #youdontquitLOLO #webreakup @carlycsyfko,0.0,0.0,0.0,1.0
898,#workperks #2018grapetour #bergstromwines #100dollar #chardonnayday Thank You @dwjoe69 !!,0.0,0.0,0.0,1.0
899,"Lolo ladies night...strawberries are healthy, right? #2018grapetour #joelgott #strawberriesfordayz",0.0,0.0,0.0,1.0
900,Date night @casanovaliquor the #curry and the #jambalaya are amazing! #2018grapetour continues with #poppychardonnay #holyshitthisisgood,0.0,0.0,0.0,1.0
901,Apparently. Dan thought this was a journal writing competition. #jambalaya #westofparadise #poppychardonnay @casanovaliquor,0.0,0.0,0.0,1.0
902,Big Ol' snowflakes! #springsnowstorm #gorgeous,0.0,0.0,0.0,1.0
903,"Cava for one? Yes, please! #cavalifestyle #2018grapetour",0.0,0.0,0.0,1.0
904,"And on Wednesdays, we celebrate new beginnings! #holyshitballs #ivewaited8yearsforthis @carlycsyfko",0.0,0.0,0.0,1.0
905,Gluten Free Cravings #schar #multigrainciabatta #alpinetouch #freshmozzarella #basilpesto #evoo Thanks for the Aldi date @sarahwillett26,0.0,0.0,0.0,1.0
906,Pimpin that #hoodrat tint in the Midwest. #gangsta #kialuxmode #checkoutthedirtroad,0.0,0.0,0.0,1.0
907,Great #workperks great #dcviews,0.0,0.0,0.0,1.0
908,Holy crap it's nice out. #dcviews,0.0,0.0,0.0,1.0
909,Re-enactment of the infamous #rapeface photo. Don't be hating...it's a long running joke with my amazing Roomie. #5yearsago #sororityhouse @beautyescapedayspa,0.0,0.0,0.0,1.0
910,"With all the fun changes in my life, I've been slacking on the #2018grapetour Does #granmarnier count as wine? #allsignspointtoyes",0.0,0.0,0.0,1.0
911,My mood today. #2018grapetour #bartonandguestier #vouvray #reusablestraw #cleaningday,0.0,0.0,0.0,1.0
912,#2018grapetour WIN #momowine #sauvblanc Bought it because I miss my Momo @krie0091 and it did not disappoint. Not too dry and not too grassy.,0.0,0.0,0.0,1.0
913,#nofilterneeded,0.0,0.0,0.0,1.0
914,Mustard and pretzels. #lifeisgood,0.0,0.0,0.0,1.0
915,Exploring on my own. #lifeisgood,0.0,0.0,0.0,1.0
916,#2018grapetour continues in #hitsvilleusa,0.0,0.0,0.0,1.0
917,Do you know Hoffa? #shitiheardindetroit,0.0,0.0,0.0,1.0
918,Real live...in the flesh...furmint. #2018grapetour,0.0,0.0,0.0,1.0
919,"Well, the #2018grapetour has lead me to the promised land. #moetchandon #domperignon #domperignon1996 #topthetater #insertballerstatement",0.0,0.0,0.0,1.0
920,#hellomanhattan,0.0,0.0,0.0,1.0
921,Christmas Feels: When presents spill out from under the tree.  #firstworldproblems #christmas2018 #blessed,0.0,0.0,0.0,1.0
922,Ummm...looks like @carlycsyfko has a working dishwasher #goals #Saturday #beenwaitingforthisdaysince97,0.0,0.0,0.0,1.0
923,#polarvortex #porterhouse,0.0,0.0,0.0,1.0
924,It’s HERE!!! #fabfitfun #beatthesnow #springfever,0.0,0.0,0.0,1.0
925,Day #4 of #bulletproofcoffee and not even a funny sign can save me from the glorious moment of going to leave for work and finding a flat tire. #buttheyarenewtires #notfair #buyersremorse,0.0,0.0,0.0,1.0
926,FYI - this happens sometime around your #dirty30 #dailycalm,0.0,0.0,0.0,1.0
927,Doing some damage @stpaulgrill #daydrinking,0.0,0.0,0.0,1.0
928,The beginnings of a perfect Sunday. #girlsday #mummnapa #2019grapetour @carlycsyfko,0.0,0.0,0.0,1.0
929,Clay masks and hair crimping before the #worldofdance finals. Love me some #Sundayvibes @carlycsyfko,0.0,0.0,0.0,1.0
930,#bananacreampie #onthebeach @thebeachcombercafe,0.0,0.0,0.0,1.0
931,It’s all fun and games until it’s #tableforone,0.0,0.0,0.0,1.0
932,You’ve reached a whole new level of shallow when you bring your own robe and crimper on your trips...ya welcome #tableforone #worktrips,0.0,0.0,0.0,1.0
933,Dental convention probs. #cdapresents2019 #cda #hotellobbyDJ,0.0,0.0,0.0,1.0
934,Dude. Why am I still at work? #adultingblows,0.0,0.0,0.0,1.0
935,Omg! Something that didn’t die under my care! #strawberryfields #champagnefuture,0.0,0.0,0.0,1.0
936,YASSSSS!!! #fabfitfun time! It’s my favorite time #treatyoself,0.0,0.0,0.0,1.0
937,Ok...so I opted for a couple extras...kinda...sorta...but... WORTH IT! You NEED to get your hands on a summer #fabfitfun box ❤️❤️❤️ #fffgiveaway  #leblancescape #leblancsparesortloscabos,0.0,0.0,0.0,1.0
938,Ummmm #wow talk about a killer #takeout presentation. Way to go @greenmillrestaurants your Hudson location slayed this #cobbsalad,0.0,0.0,0.0,1.0
939,#summerliving #2019grapetour #district7,0.0,0.0,0.0,1.0
940,Been trying to decide if #roomienight dinner looked delicious. Accurately summarized by #lunagirl #looneytuney @carlycsyfko #burrata #bruschetta #2019grapetour #roséallday,0.0,0.0,0.0,1.0
941,Hey #nerds my favorite #bulletproofcoffee is having a flash sale for another 30 minutes! Do you crave #MCToil and #brainfood ?? Message me ASAP. ☕️☕️,0.0,0.0,0.0,1.0
942,@eatbricks #dinnerfortwo BEST little hidden gem in #hudsonwi #eathere,0.0,0.0,0.0,1.0
943,Italy or Hudson?? @annaemorgan87,0.0,0.0,0.0,1.0
944,Finding your way home is the best feeling. #homeiswherethehappyhouris,0.0,0.0,0.0,1.0
945,Cheers to our new roomie @midwestlioness !! @carlycsyfko and I couldn’t be happier to add another #halfhippie soul to the #divinesecretsofthepantlesssisterhood #muchlove #roomieofficial OF COURSE we would only cheers to Kelly with @mummnapa #girlsnight #bubbles #2019grapetour #mummnapa,0.0,0.0,0.0,1.0
946,#roomiedinner #jnsq #rosecru #2019grapetour @carlycsyfko,0.0,0.0,0.0,1.0
947,Adventures beyond Hudson city limits #acousticmusic #localdistillery #11wellsdistillery #11wells,0.0,0.0,0.0,1.0
948,My new favorite pastime... Sunday mornings at el aeropuerto #airportsunday #lolomsp #werkwerkwerk @dwjoejoe thank you for giving me a slice of home when I’m stuck at MSP,0.0,0.0,0.0,1.0
949,Double up for a buck? #2019grapetour,0.0,0.0,0.0,1.0
950,I’ll let you be my #hibiscusmistress any day beautiful.,0.0,0.0,0.0,1.0
951,A well deserved martini after a snowy drive from Iowa. #yesiwasthere #noimnothungover #mahtomedifind #blaedornwedding @rachelklemmensen,0.0,0.0,0.0,1.0
952,It’s important to have date nights before the National Guard locks down your city. #masshysteria #threatlevelorange,0.0,0.0,0.0,1.0
953,Supporting small businesses is how you roll during a crisis. #seltzertime,0.0,0.0,0.0,1.0
954,"#identitycrisis on a Thursday night. Girls Night (corona’d) In FB party starts at 8 TONIGHT. All the fun, gossip, life hacks, tips, tricks and laughs you’d expect from a normal ladies night...with a little #socialdistancing thrown in. Join from your couch! Message me for details.",0.0,0.0,0.0,1.0
955,Quarantine breakfast. Don’t mind if I do...,0.0,0.0,0.0,1.0
956,My breakfast sandwich game is on point. #overeasyeggs #everythingbutthebagel #cherryjuice,0.0,0.0,0.0,1.0
957,"Gotta #treatyoself after treating yourself to some new hair magic ala @hk.hair.mpls I feel so fancy now!! Thank you, Haley! #pinkiesup",0.0,0.0,0.0,1.0
958,Trying out the local lemonade @forgeandfoundrydistillery,0.0,0.0,0.0,1.0
959,Gotta support local when you can...and make sure @janellevazquez gets her fancy drink 😂🥰🥰 #howlolocanyougogo,0.0,0.0,0.0,1.0
960,"Please anyone in live events copy below and add this to your feed on all social media pages today as we red alert for our industry. 

@senatemajldr @senschumer @marcorubiofla the live event industry needs help! #wishiwasthere #WeMakeEvents #COVID19 #mpi #eventprofs #PCMA #ilea #nace #redalertrestart #saveliveevents #extendpua #liveeventsco",0.0,0.0,0.0,1.0
961,Little #backyardoasis  This tree turned into the most beautiful pinks and reds over the last week. ❤️❤️,0.0,0.0,0.0,1.0
962,Fruits of my 2020 furlough.,0.0,0.0,0.0,1.0
963,Post winter toy shopping dinner date with my boo. #sledseason,0.0,0.0,0.0,1.0
964,When the wedding you’re bartending has every type of #redsolocup #pandemicpreparedness,0.0,0.0,0.0,1.0
965,#wine and #christmaswrapping my favorite #sundayfunday of 2020.,0.0,0.0,0.0,1.0
