,caption,I-E,S-N,T-F,J-P
458,shinjuku tokyo streetizm artclassified paperjournalmag somewheremagazine nowherediary thinkverylittle useformat ifyouleave knowthismind recoig leica madeinwetzlar leicaq leicasociety leicastoresf passionleica leicafotografieinternational leicashooter,1,1,0,0
459,the parked bike scenes of japan oftheafternoon streetizm artclassified paperjournalmag somewheremagazine nowherediary thinkverylittle useformat ifyouleave knowthismind recoig leica madeinwetzlar leicamq summicron leicasociety leicastoresf passionleica leicafotografieinternational leicashooter,1,1,0,0
460,morning commute tokyo ifyouleave dazedandexposed cinebible instamood oftheafternoon streetizm artclassified paperjournalmag somewheremagazine nowherediary thinkverylittle useformat knowthismind recoig leica madeinwetzlar leicam10d summicron leicasociety leicastoresf passionleica leicafotografieinternational leicashooter,1,1,0,0
461,shinjuku tokyo ifyouleave dazedandexposed cinebible instamood bw blackandwhite streetizm artclassified paperjournalmag somewheremagazine nowherediary thinkverylittle useformat knowthismind recoig leica madeinwetzlar leicamqp leicasociety leicastoresf passionleica leicafotografieinternational leicashooter,1,1,0,0
462,asakusa tokyo oftheafternoon streetizm artclassified paperjournalmag somewheremagazine nowherediary thinkverylittle useformat ifyouleave knowthismind recoig leica madeinwetzlar leicam10d summicron leicasociety leicastoresf passionleica leicafotografieinternational leicashooter,1,1,0,0
463,simply couldnt get enough of all the bicycle scenes of tokyo ifyouleave dazedandexposed cinebible instamood oftheafternoon streetizm artclassified paperjournalmag somewheremagazine nowherediary thinkverylittle useformat knowthismind recoig leica madeinwetzlar leicam10d summicron leicasociety leicastoresf passionleica leicafotografieinternational leicashooter leicaclub,1,1,0,0
464,the holidays are over too soon digital leicam10d 35mmsummicron,1,1,0,0
465,almost 5 pm december 2019 san jose ca 120film portra 400 stayabstract ifyouleave dazedandexposed cinebible instamood oftheafternoon sfinsta streetizm artclassified paperjournalmag somewheremagazine nowherediary thinkverylittle useformat knowthismind recoig,1,1,0,0
466,burbank theater san jose ca the burbank theater showed porn films from 1970s became a revival house again in 19771978 then switched back to porn in 19782000 the burbank theater was shut down in march of 2000 as a public nuisance by the santa clara county da ifyouleave dazedandexposed cinebible instamood oftheafternoon sfinsta streetizm artclassified paperjournalmag somewheremagazine nowherediary thinkverylittle useformat knowthismind recoig 120film portra400,1,1,0,0
467,s bascom ave san jose ca oftheafternoon sfinsta streetizm artclassified paperjounalmag somewheremagazine nowherediary thinkverylittle useformat ifyouleave knowthismind recoif dazedandexposed cinebible 6x6 120film mediumformat,1,1,0,0
468,hoping all these cars owners can maintain them well keeping the classics on the road for us to appreciate oftheafternoon sfinsta streetizm artclassified paperjounalmag somewheremagazine nowherediary thinkverylittle useformat ifyouleave knowthismind recoif dazedandexposed cinebible carcorners 120film 645,1,1,0,0
469,layout designed by light shadows oftheafternoon sfinsta streetizm artclassified paperjounalmag somewheremagazine nowherediary thinkverylittle useformat ifyouleave knowthismind recoif aintbadmagazine archivecollectivemag dazedandexposed cinebible filmwave drivebyfilm madewithkodak portracurated portra400 120film 6x6,1,1,0,0
470,four barrel coffee mission sf filmwave drivebyfilm madewithkodak portracurated portra400 oftheafternoon 120film 6x6 sfinsta streetizm artclassified paperjounalmag somewheremagazine nowherediary thinkverylittle useformat ifyouleave knowthismind recoif aintbadmagazine archivecollectivemag,1,1,0,0
471,spofford st chinatown sf oftheafternoon sfinsta streetizm thinkverylittle useformat,1,1,0,0
472,spofford st chinatown sf 2 oftheafternoon sfinsta streetizm,1,1,0,0
473,spofford st chinatown sf 3 oftheafternoon sfinsta streetizm artclassified paperjournalmag somewheremagazine nowherediary thinkverylittle useformat ifyouleave knowthismind recoig,1,1,0,0
474,valencia st sf filmwave drivebyfilm madewithkodak portracurated portra400 120film mediumformat oftheafternoon sfinsta streetizm somewheremagazine nowherediary thinkverylittle,1,1,0,0
475,chinatown alleyway bw blackandwhite ilfordhp5 filmwave drivebyfilm 120film oftheafternoon sfinsta streetizm artclassified paperjournalmag somewheremagazine nowherediary thinkverylittle useformat ifyouleave knowthismind recoig,1,1,0,0
476,ascending seatings along corner of columbus kearny sf ifyouleave dazedandexposed cinebible instamood oftheafternoon sfinsta streetizm artclassified paperjournalmag somewheremagazine nowherediary thinkverylittle useformat knowthismind recoig leica madeinwetzlar leicam10d summicron leicasociety leicastoresf passionleica leicafotografieinternational leicashooter leicaclub,1,1,0,0
477,window of a saloon ifyouleave dazedandexposed cinebible instamood oftheafternoon sfinsta streetizm artclassified paperjournalmag somewheremagazine nowherediary thinkverylittle useformat knowthismind recoig leica madeinwetzlar leicam10d summicron leicasociety leicastoresf passionleica leicafotografieinternational leicashooter leicaclub,1,1,0,0
478,sfo underexposed film ifyouleave dazedandexposed cinebible instamood oftheafternoon sfinsta streetizm artclassified paperjournalmag somewheremagazine nowherediary thinkverylittle useformat knowthismind recoig filmwave drivebyfilm madewithkodak portracurated portra400,1,1,0,0
479,soar away ifyouleave dazedandexposed cinebible instamood filmwave drivebyfilm madewithkodak portracurated portra400 120film mediumformat,1,1,0,0
480,waiting to open,1,1,0,0
481,op dit moment ben ik meer actief met zwartwit fotos op ik zou het leuk vinden als je daar ook eens ging kijken,0,0,0,0
482,grandma is learning to use a tablet in order to communicate with healthcareworkers in times of covid19 covid19 corona blackandwhite portraitphotography,0,0,0,0
483,is working at home on his new book staffordshire doglife hondenleven thuiswerken blijfthuis,0,0,0,0
484,two crewdsonised dogs iphone11pro nightshot,0,0,0,0
485,wakkadawg running justdoit nike running runningmotivation wakkadawg,0,0,0,0
486,is checking the garden for trespassing cats staffordshire stayathome,0,0,0,0
487,je vindt de raarste dingen in het park tegenwoordig,0,0,0,0
488,kijk mama ik zorg goed voor mezelf moeder nadenken helen ibiza netibiza vakantieindeachtertuin relaxen thee gemberthee zonnetje voelmegoed rokkeveen zoetermeer,0,0,0,0
489,do not go gentle into that good night old age should burn and rave at close of day rage rage against the dying of the light dylanthomas sunset,0,0,0,0
490,dag loek vandaag hoorde ik dat je bent gevonden na 3 maanden ik had nog een kleine hoop dat je in zweden zat maar het bericht dat je in je auto uit een kanaal in drente bent gehaald sloeg alle hoop de bodem in wat er door je heen ging of wat je bewoog zal ik nooit weten maar ik hoop dat je nu rust hebt,0,0,0,0
491,lekker lopentelopen met deliefste,0,0,0,0
492,cupcakefeest met mos en niamh door opperbakker cupcakes cupcakemagic cupcake cupcakedecorating,0,0,0,0
493,mos kijkt in een buis,0,0,0,0
494,terra en bob adoring the sun,0,0,0,0
495,weeeell since my bebie left me im so lonely i could die enz ellevis prezzelie,0,0,0,0
496,bij op een braambloesem zomaar tijdens een wakkadawg,0,0,0,0
497,bob ziet alles,0,0,0,0
498,shoot by,1,1,0,0
499,como a vida,1,1,0,0
500,s os crose,1,1,0,0
501,pela primeira vez eu vou participar do inktober e como tinha que ser do meu jeito j comecei atrasado escolhi como tema um assuntopersonagem que vem me rodeando a muito tempo o diabo como comecei atrasado escolhi um desenho j feito que serviu de inspirao para a minha tatuagem o nome deste o incmodo inktober2017 day1 everydaydevils,1,1,0,0
502,a solido inktober2017 day2 everydaydevils,1,1,0,0
503,omisso inktober2017 day3 everydaydevil satanries,1,1,0,0
504,sexo inktober2017 day5 everydaydevils sex,1,1,0,0
505,descaso inktober2017 day6 everydaydevils,1,1,0,0
506,culpa inktober2017 day9 everydaydevils,1,1,0,0
507,esttica inktober2017 day12 everydaydevils,1,1,0,0
508,3,1,1,0,0
509,3,1,1,0,0
510,esperana everydaydevils fucktheinktober,1,1,0,0
511,ele no ele no ele no ele no ele no ele no ele no ele no ele no ele no,1,1,0,0
512,o pai de vcs tb pega masca da miney na pescaria,1,1,0,0
513,mais um dia vendo as sombras de dentro da caverna,1,1,0,0
514,jesus hospital,1,0,0,0
515,cold coffee for a hot day,1,0,0,0
516,bat and trap,1,0,0,0
517,do i get to go to the chocolate factory,1,0,0,0
518,september,1,0,0,0
519,i voted for chaos with the other guy,1,0,0,0
521,welcome week,1,0,0,0
522,twenty nineteen,1,0,0,0
523,nope nope nope,1,0,0,0
524,yes yes yes,1,0,0,0
525,kerstin im traubenvollernter,1,0,0,0
526,ritter sport,1,0,0,0
527,preston,1,0,0,0
528,beach life,1,0,0,0
529,clock radio art,1,0,0,0
530,rain cancels trains cancelled trains cancel play time to head home,1,0,0,0
531,peoples vote march 191019,1,0,0,0
532,one way,1,0,0,0
533,happy hour,1,0,0,0
534,register to vote,1,0,0,0
535,october,1,0,0,0
536,a michael palin train,1,0,0,0
538,parkin a little late and still five more days until we can eat it but by goodness it smells like november many thanks to for the recipe tip,1,0,0,0
539,unsupported file,1,0,0,0
540,lazy sunday,1,0,0,0
541,echo 500 devnoteslota1,1,0,0,0
542,november mornings,1,0,0,0
543,you gotta believe,1,0,0,0
544,more parkin,1,0,0,0
545,campus is so beautiful in the autumn,1,0,0,0
546,december,1,0,0,0
547,stay frosty,1,0,0,0
548,grey day,1,0,0,0
549,emotional support system,1,0,0,0
550,secondary emotional support system,1,0,0,0
551,festive,1,0,0,0
552,the graveyard cat,1,0,0,0
553,the rise of cats,1,0,0,0
554,misheard lyrics this makes me feel like being a teenager was about a million years ago,1,0,0,0
555,the feast is over,1,0,0,0
556,morning,1,0,0,0
557,the worlds tiniest orange,1,0,0,0
558,weekend in london,1,0,0,0
559,fog,1,0,0,0
560,fourohfour,1,0,0,0
561,faded dreams,1,0,0,0
562,equus altus by andy scott,1,0,0,0
563,the cat has decided that she wants to see what im typing,1,0,0,0
564,a difficult day the university of kent prides itself as the uks european university and it was a glum day across campus we marched in solidarity with our european friends and colleagues and talked about the years ahead i wish we made better decisions as a country,1,0,0,0
565,a day late,1,0,0,0
566,simon furman geoff senior lee sullivan bryan hitch and others took a silly american story about transforming robots from space and made it into a saga that consumed almost my entire childhood,1,0,0,0
567,margate,1,0,0,0
568,social distancing,1,0,0,0
569,stone face,1,0,0,0
570,cable cable,1,0,0,0
571,morning view,1,0,0,0
573,thank you nhs,1,0,0,0
574,weekend,1,0,0,0
575,catching up on my early 90s reading queue,1,0,0,0
576,happy easter,1,0,0,0
577,end of the road,1,0,0,0
578,thursday morning,1,0,0,0
579,saturday is sofaday,1,0,0,0
580,the south east is all sunrises rather than sunsets i still dont expect it,1,0,0,0
581,saturday breakfast,1,0,0,0
582,kerstins birthday parcel from her parents,1,0,0,0
583,sunday walk,1,0,0,0
584,hazy morning,1,0,0,0
585,king george v memorial field,1,0,0,0
586,pikmin night,1,0,0,0
587,thursday,1,0,0,0
588,monday motivation from an old friend,1,0,0,0
589,twentytwenty,1,0,0,0
590,free rhubarb,1,0,0,0
591,spot the cat,1,0,0,0
592,thank you nhs,1,0,0,0
593,four,1,0,0,0
594,monday,1,0,0,0
595,neighbourhood cats,1,0,0,0
596,huge if true,1,0,0,0
597,staycation day one,1,0,0,0
598,shes a very busy cat,1,0,0,0
599,nhs,1,0,0,0
600,visitor,1,0,0,0
601,the cat has become hammock curious,1,0,0,0
602,the edge of the known universe,1,0,0,0
603,morning view,1,0,0,0
604,hello world,1,0,0,0
605,white cliffs,1,0,0,0
606,relic,1,0,0,0
607,beach day 3,1,0,0,0
608,reculver this weeks best beach,1,0,0,0
609,liquid cooling system,1,0,0,0
610,trolly,1,0,0,0
611,the cat had found just the right spot to sit for movie night,1,0,0,0
612,tracks,1,0,0,0
613,north downs way,1,0,0,0
614,cupbased cv,1,0,0,0
615,hochzeitstag getting married twice means we get double the amount of anniversaries right this day five years ago we almost completely failed to saw a log in the height of the german summer,1,0,0,0
616,faded rainbow,1,0,0,0
617,bones,1,0,0,0
618,the enterprise may be in danger,1,0,0,0
619,night in,1,0,0,0
620,day out,1,0,0,0
621,morning,1,0,0,0
622,sunny day,1,0,0,0
623,under construction slowly watching the rest of the neighbourhood appear,1,0,0,0
624,flower,1,0,0,0
625,lets have pudding for breakfast,1,0,0,0
626,movie night,1,0,0,0
627,lockdown hair,1,0,0,0
628,sunday walk 10 miles sandwiches not pictured,1,0,0,0
629,misty morning,1,0,0,0
630,november,1,0,0,0
631,retro pudding,1,0,0,0
632,catching up with her reading,1,0,0,0
633,misty,1,0,0,0
634,hands molecule david barnes 2000 commissioned by sustrans funded by pfizer limited and installed by thanet district council this work celebrates the discovery development and manufacture of innovative medicines in east kent this bronze has been sited as a landmark for the national cycle network which links cyclepaths in thanet to destinations all over the uk including london penzance holyhead inverness and belfast,1,0,0,0
635,tier 4,1,0,0,0
636,the outside is cold,1,0,0,0
637,my grandfather thomas hargreaves and his mother rachel early 1900s,1,0,0,0
638,festive,1,0,0,0
639,snow day,1,0,0,0
640,slowly we are beginning to defrost,1,0,0,0
641,saturday,1,0,0,0
642,throw back thursday sixth form gary sam paul and me,1,0,0,0
643,hidden,1,0,0,0
645,friday walk,1,0,0,0
646,ideal,1,0,0,0
647,outside,1,0,0,0
648,the office,1,0,0,0
649,engineering building,1,0,0,0
650,only 90s kids will understand saturday mornings recompiling my kernel,1,0,0,0
651,dreamcatcher,1,0,0,0
652,team lancaster uni uxscot,1,0,0,0
653,the tannery field bull,1,0,0,0
654,no ball games,1,0,0,0
655,vinylstore jr,1,0,0,0
656,old fat furry catpuss,1,0,0,0
657,you are enough notestostrangers,1,0,0,0
658,two months before ill be starting and all my paperwork has arrived gosh so much to get done over the next few weeks chop chop busy busy work work bang bang,1,0,0,0
659,required,1,0,0,0
660,summer,1,0,0,0
661,pudding department,1,0,0,0
662,power cut,1,0,0,0
663,party by the pond,1,0,0,0
664,platform,1,0,0,0
665,whitstable,1,0,0,0
666,guildford lido,1,0,0,0
667,hiding from the rain,1,0,0,0
668,tree,1,0,0,0
669,seaside,1,0,0,0
670,griesgram und katze,1,0,0,0
671,ruskin,1,0,0,0
672,dont give away the homeworld,1,0,0,0
673,saturday,1,0,0,0
674,will be sad to say goodbye to this house,1,0,0,0
675,the office,1,0,0,0
676,final vinyl packing fun continues at least 16 years since i could even play these fragglerock,1,0,0,0
677,hiding from the rain,1,0,0,0
678,jim bagley showing off the spectrum next,1,0,0,0
679,not so manic now,1,0,0,0
680,german gauntlet,1,0,0,0
681,cat wants in,1,0,0,0
682,never noticed this memorial before even after all this time im still discovering new parts of the campus,1,0,0,0
683,packing,1,0,0,0
684,inside the management school,1,0,0,0
685,the office,1,0,0,0
686,design the spine the model for the campus new central walkway,1,0,0,0
687,bus stop,1,0,0,0
688,coursework some of my work from my certificate in photography from,1,0,0,0
689,network and systems administration notes from the unix mines,1,0,0,0
690,mac student organiser a terrible looking app i wrote in 94 for my computing alevel i spent a lot of time getting this to fit into the memory of a mac plus,1,0,0,0
691,rain,1,0,0,0
692,water feature,1,0,0,0
693,victoria,1,0,0,0
694,corner,1,0,0,0
695,someone is very interested in my egg custard,1,0,0,0
696,sports bar,1,0,0,0
697,head over heels,1,0,0,0
698,back in the olden days we got our own offices,1,0,0,0
699,northern rain,1,0,0,0
700,removal,1,0,0,0
701,tunnocks,1,0,0,0
702,goodbye castle hill,1,0,0,0
703,new house,1,0,0,0
704,faversham market,1,0,0,0
705,inside the furniture farm,1,0,0,0
706,rediffusion television,1,0,0,0
707,new route,1,0,0,0
708,campus,1,0,0,0
709,i dont want to be buried in a chair cemetery,1,0,0,0
710,turns out wed not realised that the water has been switched off heres the glorious noise of the water tank filling up,1,0,0,0
711,westgate,1,0,0,0
712,canterbury tails,1,0,0,0
713,bulk head,1,0,0,0
715,lean,1,0,0,0
716,margate beach,1,0,0,0
717,fox,1,0,0,0
718,half price,1,0,0,0
719,sunday at the seaside,1,0,0,0
720,you are here,1,0,0,0
721,stairs,1,0,0,0
722,summer days,1,0,0,0
723,pub quiz winnings,1,0,0,0
724,stairwell,1,0,0,0
725,saturday,1,0,0,0
726,its not easy being stevie,1,0,0,0
727,breathing,1,0,0,0
728,walking lunch,1,0,0,0
729,huella humana by asun bassas,1,0,0,0
730,one hundred and twenty,1,0,0,0
731,campus is pretty weird,1,0,0,0
732,garden monster,1,0,0,0
733,cathedral gate,1,0,0,0
734,third eye,1,0,0,0
735,i guess the garden might need some work,1,0,0,0
736,endless summer,1,0,0,0
737,the office,1,0,0,0
738,new desk,1,0,0,0
739,morning walk,1,0,0,0
740,labyrinth,1,0,0,0
741,sibson building,1,0,0,0
742,library,1,0,0,0
743,all saints lane,1,0,0,0
744,directions,1,0,0,0
745,stop,1,0,0,0
746,stour,1,0,0,0
747,the beano cafe,1,0,0,0
748,legacy systems,1,0,0,0
749,overcast time,1,0,0,0
750,morning walk,1,0,0,0
751,icons,1,0,0,0
752,living the dream,1,0,0,0
753,pop,1,0,0,0
754,bag it get it,1,0,0,0
755,campus in september,1,0,0,0
756,somewhere in the distance kerstin is going to sing handels messiah,1,0,0,0
757,tankerton beach,1,0,0,0
758,cyclist,1,0,0,0
759,biosciences,1,0,0,0
760,freshers week,1,0,0,0
761,templeman library,1,0,0,0
762,canterbury food and drink festival,1,0,0,0
763,organic hot wheel the joy of a fancy cheese toastie,1,0,0,0
764,woolly,1,0,0,0
765,rackets,1,0,0,0
766,business school,1,0,0,0
767,the lady luck,1,0,0,0
768,hidden time machine,1,0,0,0
769,care package from the north,1,0,0,0
770,library,1,0,0,0
771,warning,1,0,0,0
772,plans,1,0,0,0
773,autumn,1,0,0,0
774,now youre cooking with gas,1,0,0,0
775,lunch,1,0,0,0
776,red,1,0,0,0
777,throwbackthursday,1,0,0,0
778,morning,1,0,0,0
779,fire exit,1,0,0,0
781,merry october,1,0,0,0
782,october,1,0,0,0
783,go away,1,0,0,0
784,sarcasm as a service,1,0,0,0
785,father courage or baal fe mcwilliam,1,0,0,0
786,locker,1,0,0,0
787,in the distance a man sings,1,0,0,0
788,morning walk,1,0,0,0
789,china town,1,0,0,0
790,heroes,1,0,0,0
791,herman ze german,1,0,0,0
792,required,1,0,0,0
793,spooky morning on campus,1,0,0,0
794,i think the problem to be quite honest with you is that youve never actually known what the question is,1,0,0,0
795,cold morning,1,0,0,0
796,the office,1,0,0,0
797,hymn by stephen cox,1,0,0,0
798,gift from the north,1,0,0,0
799,dreamland,1,0,0,0
801,harbour,1,0,0,0
802,friends from the north,1,0,0,0
803,car wash,1,0,0,0
804,darwin college,1,0,0,0
805,no,1,0,0,0
806,old people,1,0,0,0
807,dark tower,1,0,0,0
808,morning walk,1,0,0,0
809,city view,1,0,0,0
810,garlic,1,0,0,0
811,beverley meadow,1,0,0,0
812,university road,1,0,0,0
813,garage,1,0,0,0
814,good morning,1,0,0,0
815,festive,1,0,0,0
816,wet morning,1,0,0,0
817,santo palace,1,0,0,0
818,but but why,1,0,0,0
820,dsseldorf stickers,1,0,0,0
821,blessing the rains,1,0,0,0
822,keller,1,0,0,0
823,holiday,1,0,0,0
824,everyone is very excited to witness the opening of the second door in the regions largest advent calendar,1,0,0,0
825,walle,1,0,0,0
826,signs,1,0,0,0
827,rest,1,0,0,0
828,campus on sunday,1,0,0,0
829,regeneration and return will glanfield,1,0,0,0
830,star wars time,1,0,0,0
831,cat and girl,1,0,0,0
832,frosty morning,1,0,0,0
833,worst christmas post ever,1,0,0,0
834,holiday,1,0,0,0
835,the castle,1,0,0,0
836,holiday,1,0,0,0
837,millennium bridge,1,0,0,0
838,town hall,1,0,0,0
839,404 room found,1,0,0,0
840,success,1,0,0,0
841,sibson,1,0,0,0
842,remember,1,0,0,0
843,vii,1,0,0,0
844,deja vu,1,0,0,0
845,car park,1,0,0,0
846,train,1,0,0,0
847,festive,1,0,0,0
848,training day,1,0,0,0
849,like,1,0,0,0
850,fun with lego,1,0,0,0
851,out for a walk,1,0,0,0
852,flag waving,1,0,0,0
853,i still dont understand the names of any of these places,1,0,0,0
854,morning,1,0,0,0
855,rainy day,1,0,0,0
856,signage,1,0,0,0
857,you are here,1,0,0,0
858,cold morning,1,0,0,0
859,sticker,1,0,0,0
860,kent,1,0,0,0
861,winter sun,1,0,0,0
862,six months throwbackthursday,1,0,0,0
863,reconstruction,1,0,0,0
864,spooky drink,1,0,0,0
865,missing,1,0,0,0
866,disguise,1,0,0,0
867,fun,1,0,0,0
868,morning,1,0,0,0
869,frosty campus,1,0,0,0
870,tyler hill,1,0,0,0
871,festive,1,0,0,0
872,things i still dont understand about the south fish bar,1,0,0,0
873,new art,1,0,0,0
874,view from the meeting,1,0,0,0
875,mussel shack,1,0,0,0
876,whitstabubble,1,0,0,0
877,snow day,1,0,0,0
879,snow day 2,1,0,0,0
880,ceefax,1,0,0,0
881,sounds good,1,0,0,0
882,dayglo,1,0,0,0
883,sign,1,0,0,0
884,throw back thursday the stakka bo beard,1,0,0,0
885,look out,1,0,0,0
886,strike,1,0,0,0
887,pretty sure im turning into my mother,1,0,0,0
888,new desk day,1,0,0,0
889,richard,1,0,0,0
890,its happening again sfw9,1,0,0,0
891,sfw9,1,0,0,0
892,elemental sfw9,1,0,0,0
893,knightmares treguard hugo myatt sfw9,1,0,0,0
894,a terrible photo of the excellent bbc radiophonic workshop sfw9,1,0,0,0
895,packed lunch,1,0,0,0
896,nothing but shocked to hear wes is gone this is from a series of portraits i made about lancaster people in their regular haunts he was very amused as i spent half an afternoon trying to get just the right warm glow to the the pint he was one of those people who just seemed so bloody talented such a force for getting out and making art and encouraging others to do the same he was of course much more than that wish id kept more in touch,1,0,0,0
897,the school of english yarn bomb,1,0,0,0
898,throw back thursday the head scarf,1,0,0,0
899,angry fries are everything,1,0,0,0
900,sleepy cat,1,0,0,0
901,looks like spring,1,0,0,0
902,flying visit to lancaster,1,0,0,0
903,platform,1,0,0,0
904,fog,1,0,0,0
905,post,1,0,0,0
906,blossom,1,0,0,0
907,well have you,1,0,0,0
908,baffling,1,0,0,0
909,maze,1,0,0,0
910,ninety nine,1,0,0,0
911,surprised,1,0,0,0
912,no justice,1,0,0,0
913,stairs,1,0,0,0
914,day in the park,1,0,0,0
915,bank holiday,1,0,0,0
916,night in,1,0,0,0
917,beach,1,0,0,0
918,mr wippy,1,0,0,0
919,light,1,0,0,0
920,surprise german homework,1,0,0,0
921,shades,1,0,0,0
922,lunch date,1,0,0,0
923,breakfast,1,0,0,0
924,lamps,1,0,0,0
925,ohhhhh manchester atkinsons,1,0,0,0
926,manchester,1,0,0,0
927,blue tit,1,0,0,0
929,invader,1,0,0,0
930,rabbit hole,1,0,0,0
931,end of days,1,0,0,0
932,campus life,1,0,0,0
934,afternoon,1,0,0,0
935,creams canterburys steampunk ice cream parlour,1,0,0,0
936,another sunny day,1,0,0,0
937,this mornings task editing tomorrows fluent show,1,0,0,0
939,the 1970s was a very difficult time in scifi,1,0,0,0
940,lets go to the south of france,1,0,0,0
941,mirror,1,0,0,0
942,fisherman,1,0,0,0
943,marseille cathedral,1,0,0,0
944,la vieille charit,1,0,0,0
945,todays fun,1,0,0,0
946,minitel,1,0,0,0
947,summer,1,0,0,0
948,suliban,1,0,0,0
949,pop,1,0,0,0
950,this weeks plans,1,0,0,0
951,the ancient enemy,1,0,0,0
952,earth,1,0,0,0
953,hello iwmw18,1,0,0,0
955,im not really made for the sunshine,1,0,0,0
956,the office,1,0,0,0
957,the stour is looking nightly green today,1,0,0,0
958,summer,1,0,0,0
959,summer,1,0,0,0
960,a chair,1,0,0,0
961,meanwhile in the south,1,0,0,0
962,rainy day,1,0,0,0
963,gang sign,1,0,0,0
964,northern graffiti,1,0,0,0
965,have box will travel,1,0,0,0
966,about me,1,0,0,0
967,morning walk,1,0,0,0
968,wrote a workflow to save me from the sun,1,0,0,0
969,meanwhile,1,0,0,0
970,hiding from the rain in cakes and ladders a board game cafe made out of an old double decker bus,1,0,0,0
971,we went bounce,1,0,0,0
972,throwbackthursday when its the 90s and you really need to know how to get on the web because thats where the star trek is nexusbbs uclan,1,0,0,0
973,window,1,0,0,0
974,cat,1,0,0,0
975,red light green light,1,0,0,0
976,no dogs allowed,1,0,0,0
977,its possible that i have a problem,1,0,0,0
978,closing day at nasons,1,0,0,0
979,mu mu,1,0,0,0
980,morning,1,0,0,0
981,eck,1,0,0,0
982,holiday planning,1,0,0,0
983,holiday reading material,1,0,0,0
984,wales,1,0,0,0
985,merry september,1,0,0,0
986,under a waterfall feeling wet,1,0,0,0
987,holiday,1,0,0,0
988,shes not great at hiding to be honest,1,0,0,0
989,the north will rise again,1,0,0,0
990,october,1,0,0,0
991,office move day,1,0,0,0
992,foggy morning,1,0,0,0
993,desk toys,1,0,0,0
994,morning,1,0,0,0
995,not sure i can approve,1,0,0,0
996,low sun,1,0,0,0
997,chop chop busy busy work work bang bang,1,0,0,0
998,welcome,1,0,0,0
999,pier end,1,0,0,0
1001,captain oh captain,1,0,0,0
1002,regenerations,1,0,0,0
1003,blackpool rocks,1,0,0,0
1004,found a caz,1,0,0,0
1005,telephone,1,0,0,0
1006,october sun,1,0,0,0
1007,lancaster university web team roughly a million years ago give or takethrowbackthursday,1,0,0,0
1008,tacos locos,1,0,0,0
1009,watching,1,0,0,0
1010,december,1,0,0,0
1011,sleepy,1,0,0,0
1012,sunrise,1,0,0,0
1013,morning,1,0,0,0
1014,for many years my tradition at lancaster was to enjoy the glory of the campus spar christmas dinner on my last working day of the year however everything changes and kent doesnt even have a spar time for a new tradition the rutherford dining hall christmas lunch nut roast parsnips roast potatoes cranberry sauce carrots gravy christmas pudding and brandy sauce now to spend the last afternoon asleep under the desk,1,0,0,0
1015,basic fun,1,0,0,0
1016,the bollocks to brexit visits the university of kent,1,0,0,0
1017,enterprise,1,0,0,0
1018,same,1,0,0,0
1019,new top hacktoberfest,1,0,0,0
1020,the mosel,1,0,0,0
1021,team cinnamon waffle,1,0,0,0
1022,watching bernddasbrot,1,0,0,0
1023,misty morning,1,0,0,0
1024,frosty day,1,0,0,0
1025,progress on central park was proving to be slow,1,0,0,0
1026,strangers,1,0,0,0
1027,remember hipstermatic,1,0,0,0
1028,fox,1,0,0,0
1029,watching,1,0,0,0
1030,house on the river,1,0,0,0
1031,secret entrance,1,0,0,0
1032,cold morning,1,0,0,0
1033,frosty,1,0,0,0
1034,guarding,1,0,0,0
1035,chilli,1,0,0,0
1036,tonights accommodation,1,0,0,0
1037,working,1,0,0,0
1038,eggs,1,0,0,0
1039,eye,1,0,0,0
1040,tunnocks,1,0,0,0
1041,wojtek,1,0,0,0
1042,towards the day,1,0,0,0
1043,tonights activities,1,0,0,0
1044,revision notes,1,0,0,0
1045,sleep,1,0,0,0
1046,selfie,1,0,0,0
1047,stacey building,1,0,0,0
1048,eat your landlord,1,0,0,0
1049,got myself a new hiphop name,1,0,0,0
1050,note to self avoid mortarboards,1,0,0,0
1051,winebar,1,0,0,0
1053,march peoplesvotemarch,1,0,0,0
1054,happy nobrexit day,1,0,0,0
1055,time zones,1,0,0,0
1056,doctor and the medics at scifiweekender,1,0,0,0
1057,steelworker by paul waplington,1,0,0,0
1059,sonic,1,0,0,0
1060,birthday lazer,1,0,0,0
1061,coffee time,1,0,0,0
1062,drainage,1,0,0,0
1063,skylight,1,0,0,0
1064,foggy,1,0,0,0
1066,celebrate record store day with lionel richie drinks,1,0,0,0
1067,rye,1,0,0,0
1068,whisky in rye,1,0,0,0
1069,holiday,1,0,0,0
1070,we soon realised that the castle was not open until august,1,0,0,0
1071,rye harbour,1,0,0,0
1072,river tour,1,0,0,0
1073,disco ball selfie,1,0,0,0
1074,visiting martin parrs only human exhibition,1,0,0,0
1075,exploring campus,1,0,0,0
1076,birdwatcher,1,0,0,0
1077,bank holiday five church walk,1,0,0,0
1078,large format,1,0,0,0
1080,in the keukenhof,1,0,0,0
1081,psc postit notes unpacked some books and found this old postit i was using as a bookmark totally forgotten we had our own branded postit notes made,1,0,0,0
1082,amsterdam,1,0,0,0
1083,meanwhile in the whats happening with the work kitchen furniture situation,1,0,0,0
1084,sign of the devil dude,1,0,0,0
1085,gifted a new starbucks name,1,0,0,0
1087,shakes fist,1,0,0,0
1088,feeling cute might delete later,1,0,0,0
1089,term is over and campus has returned to the gulls,1,0,0,0
