,caption,I-E,S-N,T-F,J-P
1031,california coastline just north of santa cruz from about 15000 ft insane smoke plumes calfire californiafires,0,0,0,0
1032,thursdays thoughtsalways better with little bits o honey,0,0,0,0
1033,happy daughter day to my girl we dont need one day to recognize what we celebrate everyday but lets hit this shout out anyway love ya sister,0,0,0,0
1034,big wheel prep 2020,0,0,0,0
1035,game prepn ponyexpress,0,0,0,0
1036,fresh clean and classic nike,0,0,0,0
1037,arrivals yes sir rhysvineyards,0,0,0,0
1038,new addition thanks and aloha hawaii duke,0,0,0,0
1039,whos locking who down round2 cantholdusdown moving2texas,0,0,0,0
1040,fresh golf kicks now i need some golf to go with em,0,0,0,0
1041,what do we have here jordan5,0,0,0,0
1042,so pure,0,0,0,0
1043,16 amazing years with this guy many great experiences along the way but nothing compares to just being your dad happy birthday,0,0,0,0
1044,devious looks this morning,0,0,0,0
1045,this thing just keeps starring at me frankly the look is intimidating im thinking i should make friends,0,0,0,0
1046,big island jams filled with all kinds of goodness,0,0,0,0
1047,wall murals and ropes the common space at the auberge mauna lani are ridiculously cool,0,0,0,0
1048,dinner rally plinytheelder,0,0,0,0
1049,shotgun,0,0,0,0
1050,bro team about to take down money team in da desert,0,0,0,0
1051,berlin architecture,1,1,0,0
1052,berlin,1,1,0,0
1053,berlin streetart,1,1,0,0
1054,berlin architecture,1,1,0,0
1055,berlin germany potsdamerplatz architecture lookup perspective archilovers,1,1,0,0
1056,berlin germany potsdamerplatz architecture lookup perspective archilovers,1,1,0,0
1057,berlin germany potsdamerplatz architecture lookup perspective archilovers,1,1,0,0
1058,berlin germany potsdamerplatz architecture lookup perspective archilovers,1,1,0,0
1059,berlin germany potsdamerplatz architecture lookup perspective archilovers,1,1,0,0
1060,berlin germany potsdamerplatz architecture lookup perspective archilovers,1,1,0,0
1061,berlin germany potsdamerplatz architecture lookup perspective archilovers,1,1,0,0
1062,canarywharf london architecture architectureuk archilovers lookup perspective,1,1,0,0
1063,london sunset,1,1,0,0
1064,london strata se1 elephantandcastle architecture architectureuk archilovers lookup perspective,1,1,0,0
1065,bloodybeetroots london brixton electricbrixton clubbing,1,1,0,0
1066,london canarywharf steelbeams,1,1,0,0
1067,i can safely say that i do miss berlin for some reason berlin potsdamerplatz architecture lookup perspective skyscraper,1,1,0,0
1068,ciao povery sardinia sea capriccioli costasmeralda respintidalbillionaire,1,1,0,0
1069,sunset over sassari sardinia sky skyporn 50shadesoforange,1,1,0,0
1070,sassari candelieri candereri,1,1,0,0
1071,sardinia sardegna cuglieri sarchittu,1,1,0,0
1072,santantioco sardinia sardegna roadtrip sunset torrecannai,1,1,0,0
1073,sardinia sardegna roadtrip montelinas,1,1,0,0
1074,portopino dune beach seaside sardinia sardegna roadtrip,1,1,0,0
1075,tuerredda beach teulada coast sardinia sardegna roadtrip,1,1,0,0
1076,teulada coast sardinia sardegna roadtrip,1,1,0,0
1077,scorci di una sassari deserta sassari sardinia sardegna oldtown centrostorico,1,1,0,0
1078,balai beach chiesadibalai sardinia portotorres sardegna,1,1,0,0
1079,sardinia sardegna roadtrip backhome,1,1,0,0
1080,nuraghe santuantine archeology sardinia sardegna nofilter,1,1,0,0
1081,printworks london nightclub clubbing lights maceoplex,1,1,0,0
1082,london,1,1,0,0
1083,hever castle,1,1,0,0
1084,railway hever kent uk,1,1,0,0
1085,800 feet above ground,1,1,0,0
1086,800 feet above ground part 2,1,1,0,0
1087,elephantandcastle london architecture architectureuk lookup perspective,1,1,0,0
1088,ryojiikeda testpattern,1,1,0,0
1089,blackwall london uk architecture architectureuk archilovers lookup perspective bnw bw sensationalarchitecture architecturelover fineartarchitecture monochromemavens picturetokeeparchitecture lookinguparchitecture architecturephotographystunningbnwigcontrastbnwbwcuratorsbwarchaholicsskyscrapingbnw,1,1,0,0
1090,blackwall london uk architecture architectureuk archilovers lookup perspective sensationalarchitecture architecturelover fineartarchitecture picturetokeeparchitecture lookinguparchitecture architecturephotography,1,1,0,0
1091,canarywharf london uk architecture architectureuk archilovers lookup perspective sensationalarchitecture architecturelover fineartarchitecture picturetokeeparchitecture lookinguparchitecture architecturephotography,1,1,0,0
1092,canarywharf london uk architecture architectureuk archilovers lookup perspective sensationalarchitecture architecturelover fineartarchitecture picturetokeeparchitecture lookinguparchitecture architecturephotography corner cornershot angleshot smileyoureoncamera thatdamn lofi filter,1,1,0,0
1093,bokan tower london skyline,1,1,0,0
1094,canarywharf london uk architectureuk architecture,1,1,0,0
1095,canarywharf canadasquare reuters london,1,1,0,0
1096,canarywharf london architecture uk,1,1,0,0
1097,genova wtc genovamorethanthis architecture lookup perspective lookinguparchitecture,1,1,0,0
1098,genova genovamorethanthis,1,1,0,0
1099,genova genoa genovamorethanthis vicolo,1,1,0,0
1100,genova genovamorethanthis city traffic lights,1,1,0,0
1101,recco genova torre seaside italy,1,1,0,0
1102,genova cemetery tomb,1,1,0,0
1103,genova cemetery,1,1,0,0
1104,genova arc architecture italy,1,1,0,0
1105,genova cemetery,1,1,0,0
1106,genova architecture lookinguparchitecture lookup perspective,1,1,0,0
1107,genova italy architecture archilovers lookinguparchitecture lookup perspective,1,1,0,0
1108,genova genovamorethanthis italy architecture archilovers archdaily lookinguparchitecture lookup perspective,1,1,0,0
1109,blue af,1,1,0,0
1110,orangy af,1,1,0,0
1111,wintery af,1,1,0,0
1112,morning af,1,1,0,0
1113,snowy af,1,1,0,0
1114,london towerbridge londonbridge riverside,1,1,0,0
1115,canarywharf winterlights,1,1,0,0
1116,sono monotono lo ammetto,1,1,0,0
1117,london architecture stpancras,1,1,0,0
1118,london architecture stpancras,1,1,0,0
1119,london architecture stpancras,1,1,0,0
1120,london architecture stpancras,1,1,0,0
1121,london architecture stpancras,1,1,0,0
1122,london architecture vauxhall,1,1,0,0
1123,london architecture vauxhall,1,1,0,0
1124,london architecture stpancras,1,1,0,0
1125,london architecture stpancrasstation,1,1,0,0
1126,wtc us ny newyork architecture lookinguparchitecture lookup,1,1,0,0
1127,us ny newyork nyc architecture,1,1,0,0
1128,us ny newyork nyc architecture,1,1,0,0
1129,us ny newyork nyc timessquare architecture,1,1,0,0
1130,us ny newyork architecture lookinguparchitecture lookup,1,1,0,0
1131,us ny newyork architecture lookinguparchitecture lookup,1,1,0,0
1132,us ny newyork architecture lookinguparchitecture lookup,1,1,0,0
1133,ny nyc newyork cityscape architecture,1,1,0,0
1134,ny nyc newyork cityscape architecture nofilter,1,1,0,0
1135,ny nyc newyork architecture lookinguparchitecture lookup perspective,1,1,0,0
1136,ny newyork nyc subway station 103rdst,1,1,0,0
1137,us states ny nyc newyork manhattan lookup perspective lookuparchitecture architecture,1,1,0,0
1138,us states ny nyc newyork manhattan lookup perspective lookuparchitecture architecture,1,1,0,0
1139,us states ny nyc newyork manhattan lookup perspective lookuparchitecture architecture,1,1,0,0
1140,us states ny nyc newyork manhattan lookup perspective lookuparchitecture architecture,1,1,0,0
1141,us states ny nyc newyork manhattan lookup perspective lookuparchitecture architecture,1,1,0,0
1142,us states ny nyc newyork manhattan lookup perspective lookuparchitecture architecture,1,1,0,0
1143,us states ny nyc newyork manhattan lookup perspective lookuparchitecture architecture,1,1,0,0
1144,us states ny nyc newyork manhattan lookup perspective lookuparchitecture architecture,1,1,0,0
1145,us states ny nyc newyork manhattan architecture,1,1,0,0
1146,canarywharf london uk architecture archilovers architecturephotography lookup perspective lookuparchitecture,1,1,0,0
1147,canarywharf london uk architecture archilovers architecturephotography lookup perspective lookuparchitecture,1,1,0,0
1148,croydon saffronsquare london uk architecture archilovers architecturephotography lookuparchitecture lookup perspective,1,1,0,0
1149,proofhouse whitechapel london architecture archilovers architecturephotography lookup perspective lookuparchitecture,1,1,0,0
1150,saffronsquare croydon london architecturephotography architecture archilovers architecturehunter lookuparchitecture lookup perspective,1,1,0,0
1151,deltapoint croydon london architecturephotography architecture archilovers architecturehunter lookuparchitecture lookup perspective,1,1,0,0
1152,saffronsquare croydon london architecturephotography architecture archilovers architecturehunter lookuparchitecture lookup perspective,1,1,0,0
1153,interchange croydon architecturehunter archilovers architecturephotography architecture lookup perspective lookuparchitecture,1,1,0,0
1154,london riverside architecture architecturehunter archilovers architecturephotography architectureuk lookuparchitecture lookup perspective,1,1,0,0
1155,london riverside architecture architecturehunter archilovers architecturephotography architectureuk lookuparchitecture lookup perspective,1,1,0,0
1156,london riverside architecture architecturehunter archilovers architecturephotography architectureuk lookuparchitecture lookup perspective,1,1,0,0
1157,london riverside architecture architecturehunter archilovers architecturephotography architectureuk lookuparchitecture lookup perspective,1,1,0,0
1158,london riverside architecture architecturehunter archilovers architecturephotography architectureuk lookuparchitecture lookup perspective,1,1,0,0
1159,london riverside architecture architecturehunter archilovers architecturephotography architectureuk lookuparchitecture lookup perspective,1,1,0,0
1160,stratford london architecture architecturehunter architectureuk archilovers lookuparchitecture lookup perspective,1,1,0,0
1161,stratford london architecture architecturehunter architectureuk archilovers lookuparchitecture lookup perspective,1,1,0,0
1162,stratford london architecture architecturehunter architectureuk archilovers lookuparchitecture lookup perspective,1,1,0,0
1163,croydon london architecture architecturephotography lookuparchitecture,1,1,0,0
1164,some forgotten pictures of new york also stealing the millennials ideas from checkmate flatearthers newyork rockfellercenter manhattan cityscape,1,1,0,0
1165,newyork manhattan architecturephotography archilovers architecture lookuparchitecture perspective,1,1,0,0
1166,newyork manhattan wtc archilovers architecturephotography architecture lookuparchitecture lookup perspective,1,1,0,0
1167,dover,1,1,0,0
1168,dover dovercastle kent medieval perspective lookup,1,1,0,0
1169,dover whitecliffs whitecliffsofdover kent countryside,1,1,0,0
1170,dover whitecliffs whitecliffsofdover kent countryside,1,1,0,0
1171,london printworks stockwell claphamroad architectureuk lookup perspective architecturephotography archilovers bricks,1,1,0,0
1172,surrey lavender fields countryside,1,1,0,0
1173,surrey lavender fields countryside lavendergram instalavender instagood instagram country uk purple purpleaesthetic,1,1,0,0
1174,surrey uk fields lavender countryside,1,1,0,0
1175,croydon london architectureuk archilovers architecture architecturephotography lookup perspective lookuparchitecture brutal brutalistarchitecture brutalism,1,1,0,0
1176,croydon london architectureuk archilovers architecture architecturephotography lookup perspective lookuparchitecture brutal brutalistarchitecture brutalism,1,1,0,0
1177,croydon london architectureuk archilovers architecture architecturephotography brutal brutalistarchitecture brutalism,1,1,0,0
1178,royalpavilion brighton uk architecture architectureuk archilovers lookup perspective,1,1,0,0
1179,royalpavilion brighton uk architecture architectureuk archilovers,1,1,0,0
1180,croydon london architecture architectureuk archilovers lookuparchitecture lookup perspective sgridatodallusciere,1,1,0,0
1181,burlingtonhouse royalacademyofarts london palladian architecture architectureuk architecturehunter archilovers architecturephotography statue lookup perspective lookuparchitecture,1,1,0,0
1182,london architecture archilovers architectureuk architecturehunter lookup perspective lookuparchitecture,1,1,0,0
1183,london architecture archilovers architectureuk architecturehunter lookup perspective lookuparchitecture,1,1,0,0
1184,burlingtonhouse royalacademyofarts london palladian architecture architectureuk architecturehunter archilovers architecturephotography lookup perspective lookuparchitecture,1,1,0,0
1185,alley london architecture archilovers architectureuk architecturehunter lookup perspective lookuparchitecture,1,1,0,0
1186,london architecture archilovers architectureuk architecturehunter lookup perspective lookuparchitecture,1,1,0,0
1187,croydon london architecture architectureuk archilovers lookuparchitecture lookup perspective,1,1,0,0
1188,croydon london architecture architecturephotography archilovers architectureuk lookuparchitecture lookup perspective,1,1,0,0
1189,croydon london sky skyporn clouds sunset,1,1,0,0
1190,london architecture architecturephotography archilovers architectureuk architecturehunter lookuparchitecture lookup perspective,1,1,0,0
1191,shard london uk architecture architecturephotography archilovers architecturehunter architectureuk lookuparchitecture lookup perspective,1,1,0,0
1192,tatemodern powerstation powerstationofart london uk architecture architecturephotography archilovers architecturehunter architectureuk lookuparchitecture lookup perspective,1,1,0,0
1193,croydon uk sunset skyline skyporn sky coltelli,1,1,0,0
1194,clapham london uk park sky skyporn sunset,1,1,0,0
1195,london victoria uk architecture architecturehunter architectureuk lookup perspective lookuparchitecture,1,1,0,0
1196,london victoria uk architecture architecturehunter architectureuk lookup perspective lookuparchitecture,1,1,0,0
1197,croydon london uk,1,1,0,0
1198,highgate london uk,1,1,0,0
1199,freezing morning commute london balham station commute,1,1,0,0
1200,london streatham park sunny,1,1,0,0
1201,london croydon and of course coltelli im tired of tags,1,1,0,0
1202,stockwell london lavendersquare architecture lookup perspective,1,1,0,0
1203,why do you like stockwell platinum collection vol 1 london stockwell uk november fall autumn lunchbreak pochigattiper,1,1,0,0
1204,berlin architecture potzdamerplatz fotoavanzate,1,1,0,0
1205,london canarywharf architecture fotoammuffite,1,1,0,0
1206,genova architecture fotodannata,1,1,0,0
1207,victoria london architecture archilovers lookup perspective,1,1,0,0
1208,victoria london architecture archilovers lookup perspective,1,1,0,0
1209,victoria london architecture archilovers lookup perspective,1,1,0,0
1210,victoria london architecture archilovers lookup perspective,1,1,0,0
1211,victoria london architecture archilovers lookup perspective,1,1,0,0
1212,victoria london architecture archilovers lookup perspective,1,1,0,0
1213,victoria london architecture archilovers lookup perspective,1,1,0,0
1214,us embassy battersea london architecture architecturephotography archilovers lookup perspective lookuparchitecture chisssechannoilmcdonalddentro,1,1,0,0
1215,battersea london architecture architecturephotography archilovers lookup perspective lookuparchitecture,1,1,0,0
1216,battersea london architecture architecturephotography archilovers lookup perspective lookuparchitecture,1,1,0,0
1217,battersea london architecture architecturephotography archilovers lookup perspective lookuparchitecture,1,1,0,0
1218,battersea london architecture architecturephotography archilovers lookup perspective lookuparchitecture,1,1,0,0
1219,battersea london architecture architecturephotography archilovers lookup perspective lookuparchitecture,1,1,0,0
1220,battersea london architecture architecturephotography archilovers lookup perspective lookuparchitecture,1,1,0,0
1221,battersea london architecture architecturephotography archilovers lookup perspective lookuparchitecture,1,1,0,0
1222,vauxhall london architecture architecturephotography archilovers lookup perspective lookuparchitecture freddomerda,1,1,0,0
1223,vauxhall london architecture architecturephotography archilovers lookup perspective lookuparchitecture aboliamoigabbiani,1,1,0,0
1224,vauxhall london architecture architecturephotography archilovers lookup perspective lookuparchitecture architettisottolsd,1,1,0,0
1225,mi6 building rischiarelafucilazione london architecture vauxhall lookuparchitecture etc,1,1,0,0
1226,vauxhall london fotostorteraddrizzate,1,1,0,0
1227,vauxhall london architecture suppostoni,1,1,0,0
1228,parkplaza westminster london architecture turistiricconi,1,1,0,0
1229,victoria london architecture,1,1,0,0
1230,westminster london architecture scoiattoliobesi,1,1,0,0
1231,victoria london architecture,1,1,0,0
1232,victoria london architecture scendi,1,1,0,0
1233,colosseo roma italy architecture gladiatoritatuati,1,1,0,0
1234,altaredellapatria roma architecture gabbianivspiccioni,1,1,0,0
1235,pantheon roma architecture gabbianikiller,1,1,0,0
1236,altaredellapatria roma piccioniscivolanti,1,1,0,0
1237,arcodicostantino rome,1,1,0,0
1238,rome airport fiumicino gentesvenutainbagno,1,1,0,0
1239,rome fiumicino,1,1,0,0
1240,rome fiumicino architecture perspective,1,1,0,0
1241,oldstreet london architecture architecturephotography ludwig,1,1,0,0
1242,oldstreet london architecture archilovers architecturephotography lookup perspective lookuparchitecture,1,1,0,0
1243,londons answer to the flatiron building oldstreet london architecture archilovers architecturephotography lookup perspective lookuparchitecture,1,1,0,0
1244,stratford london architecture archilovers perspective,1,1,0,0
1245,stratford london uk architecture archilovers perspective edificifallici,1,1,0,0
1246,london architecture,1,1,0,0
1247,london architecture,1,1,0,0
1248,london architecture,1,1,0,0
1249,london architecture,1,1,0,0
1250,london architecture,1,1,0,0
1251,london architecture,1,1,0,0
1252,london architecture,1,1,0,0
1253,london architecture,1,1,0,0
1254,london architecture,1,1,0,0
1255,london architecture,1,1,0,0
1256,london architecture,1,1,0,0
1257,london architecture,1,1,0,0
1258,london architecture,1,1,0,0
1259,today something different from the usual format thats what i love of london the mix of old architecture steps away from modern buildings the city of london is full sights and corners like this one in st helens square the st andrew undershaft church is one of the few rare churches built around the 15th century which has survived both the great fire of london in the 17th century and the blitz bombing during the second world war the church has been partially restored after the iras bombings in the 90s in the background the skyscraper named the scalpel and a reflection of the 30 st mary axe commonly known as the gherkin tower because apparently londoners like to nickname buildings by their look and shape and now hashtags london uk cityoflondon architecture archilovers history architectureuk picturetokeeparchitecture cornerlookup fineartarchitecture lookinguparchitecture architecturephotography srsbuildingsexcellentstructure fromwherewearcharchitectureview curatedarchiarchifeatures,1,1,0,0
1260,london architecture,1,1,0,0
1261,london architecture,1,1,0,0
1262,480fps slowmo experiment no1 london slowmotion slowmo slow tube bank station,1,1,0,0
1263,480fps slowmo experiment no2 london slowmotion slowmo slow tube brockley station,1,1,0,0
1264,london architecture,1,1,0,0
1265,480fps slowmo experiment no3 london slowmotion slowmo slow tube londonbridge station,1,1,0,0
1266,crystalpalace london ogginatur,1,1,0,0
1267,streathamcommon london,1,1,0,0
1268,milano italy torregenerali architecture architecturephotography,1,1,0,0
1269,milano italy unicredit architecture architecturephotography sponsorizzobanche,1,1,0,0
1270,milano italy regionelombardiabuilding architecture architecturephotography,1,1,0,0
1271,milano italy regionelombardiabuilding architecture architecturephotography archilovers architectureitaly picturetokeeparchitecture cornerlookup fineartarchitecture lookinguparchitecture srsbuildingsexcellentstructure fromwherewearcharchitectureview curatedarchiarchifeatures tvleadinglines citykillerz depthsofearth urbanromantix shotzdelight symmetrykillers tvpointofview,1,1,0,0
1272,barriogotico barcelona catalunya spain architecturephotography archilovers architectureview architecture,1,1,0,0
1273,barriogotico barcelona cathedral catalunya spain architecturephotography archilovers architectureview architecture,1,1,0,0
1274,barriogotico barcelona cathedral catalunya spain architecturephotography archilovers architectureview architecture,1,1,0,0
1275,casamil gaudi gaudiarchitecture barcelona spain architecture architecturephotography architectureview lookinguparchitecture perspective tvpointofview,1,1,0,0
1276,casamil gaudi gaudiarchitecture barcelona spain architecture architecturephotography architectureview lookinguparchitecture perspective tvpointofview,1,1,0,0
1277,descending stairs of the tower of the passion in the sagrada familia i thought was going to die in 35 different horrible ways sagradafamilia barcelona architecture gaudchecazzofai,1,1,0,0
1278,shard london architecture architectureview architectureuk architecturephotography lookinguparchitecture archilovers,1,1,0,0
1279,barcelona spain architecture architectureview architecturespain architecturephotography lookinguparchitecture archilovers,1,1,0,0
1280,sagradafamilia barcelona spain gaud architecture architectureview architecturespain architecturephotography lookinguparchitecture archilovers lighting lightporn,1,1,0,0
1281,barcelona spain architecture architectureview architecturespain architecturephotography lookinguparchitecture archilovers,1,1,0,0
1282,the lighting in barcelona was so amazing i dont even need to adjust contrast on the pictures barcelona spain architecture architectureview architecturespain architecturephotography lookinguparchitecture archilovers,1,1,0,0
1283,barcelona spain architecture architectureview architecturespain architecturephotography lookinguparchitecture archilovers,1,1,0,0
1284,barcelona spain architecture architectureview architecturespain architecturephotography lookinguparchitecture archilovers,1,1,0,0
1285,stpaul cathedral london architecture,1,1,0,0
1286,view from the stone gallery after 400 steps mannagggarcazz at the top of the st pauls cathedral stpaul cathedral london architecture architectureview skyline,1,1,0,0
1287,barbican london architecture architectureuk brutalism architecturephotography archilovers perspective,1,1,0,0
1288,tottenhamcourtroad centrepoint london architecture architecturephotography architectureview architectureuk archilovers perspective lookinguparchitecture damnexpensiverecycledflatsforspoiledrichkids,1,1,0,0
1289,dalston rooftop,1,1,0,0
1290,london architecture,1,1,0,0
1291,how the evening at 10pm looks like at this latitude london,1,1,0,0
1292,and thats how 430am looks like london croydon architecture urban nosleep,1,1,0,0
1293,towerbridge london architectureuk archilovers architectureview architecture architecturephotography,1,1,0,0
1294,moorhouse moorgate london architecture architecturephotography archilovers architectureuk architectureview lookinguparchitecture,1,1,0,0
1295,richmond london,1,1,0,0
1296,richmond london,1,1,0,0
1297,i havent took a picture for a while now,1,1,0,0
1298,6am from blackfriars london sunrise,1,1,0,0
1299,architecture london,1,1,0,0
1300,london architecture,1,1,0,0
1301,london architecture battersea,1,1,0,0
1302,london architecture architecturephotography battersea sundaystroll,1,1,0,0
1303,london architecture,1,1,0,0
1304,london canningtown architecture,1,1,0,0
1305,london canningtown architecture architecturephotography architectureuk architecturelovers archilovers,1,1,0,0
1306,london architecture,1,1,0,0
1307,london architecture,1,1,0,0
1308,180thestrand london architecture,1,1,0,0
1309,london greenwich thetide architecture architecturephotography architectureuk,1,1,0,0
1310,theres a new evil building in gotham city london aldgate architecture architectureuk,1,1,0,0
1311,london canarywharf architectureuk archilovers architecture architecturephotography,1,1,0,0
1312,cambridge architecture,1,1,0,0
1313,london backalley church architecture quarantineevasion,1,1,0,0
1314,london architecture quarantineevasion sneezerswithcovid,1,1,0,0
1315,london architecture archilovers,1,1,0,0
1316,london church architecture,1,1,0,0
1317,london nofilter,1,1,0,0
1318,lucca tuscany architecture archilovers,1,1,0,0
1319,lucca tuscany architecture medieval,1,1,0,0
1320,lucca tuscany architecture,1,1,0,0
1321,lucca architecture archilovers tuscany italy,1,1,0,0
1322,lucca architecture archilovers tuscany italy,1,1,0,0
1323,florence tuscany italy reinassance pienodisbudreghi,1,1,0,0
1324,bosa architecture italy,1,1,0,0
1325,sardinia coronatrip landscape,1,1,0,0
1326,sardinia costaparadiso landscape coronatrip,1,1,0,0
1327,sardinia coronatrip beach vespediobo,1,1,0,0
1328,sardinia borghi manonborghezio,1,1,0,0
1329,london southbank waterloo architecture archilovers,1,1,0,0
1330,barbican barbicancentre london uk architecture archilovers brutalism concretejungle,1,1,0,0
1331,iwm imperialwarmuseum london southwark architecture,1,1,0,0
1332,london shard architecture archilovers architecturephotography architecturedesign renzopiano covidstrolls,1,1,0,0
1333,london architecture,1,1,0,0
1334,london architecture,1,1,0,0
1335,yet another year,0,1,0,0
1336,my favourite japanese food perfection one of the best chirashi don ive had,0,1,0,0
1337,a place which we always frequent when i was young looking at all the elderly here and hearing them speak in cantonese makes me miss you so much love you,0,1,0,0
1338,lets go get them toad vroom vroom nintendoswitch mariokart toad,0,1,0,0
1339,saying goodbye to caldecott hill the place that gave us sbc tcs and mediacorp if you have seen this background on tv before we belong to the same era,0,1,0,0
1340,may the force be with you starwars,0,1,0,0
1341,first stop of the day gyeongbokgung palace,0,1,0,0
1342,sunny walk at hanok village,0,1,0,0
1343,and this is the highlight for today seeing britney spears live in concert cant wait for show to start and dance til the world ends britneyliveinseoul itsbritneybitch,0,1,0,0
1344,cause now im stronger than yesterday now its nothing but my way my loneliness aint killing me no more i im stronger britneyspears britneyinconcert britneyliveinseoul,0,1,0,0
1345,hello line friends brown sally line,0,1,0,0
1346,done shopping at paju and now its back to seoul,0,1,0,0
1347,me against the music one of my favourite song and choreography from britney i wanna get in the zone hey hey hey britneyinconcert britneyspears britneyliveinseoul,0,1,0,0
1348,unexpected view this evening sunset shotoniphone7plus,0,1,0,0
1349,and another one joins the 31 club thankful for this group of friends who are there for me when i need comfort and advice,0,1,0,0
1350,cooking your own meal is so satisfying i finally got the timing right for crunchy broccoli shame about the egg slicer which didnt work so well looking forward to more healthy meal eatingclean healthyeating steamedfood,0,1,0,0
1351,yayoi kusama life is the heart of a rainbow a great afternoon spent with polka dots sgloveskusama yayoikusama yayoikusamaexhibition,0,1,0,0
1352,i want to love on the festival night peeping through a small hole into this love kaleidoscope this is my favourite infinity mirror room sgloveskusama yayoikusama yayoikusamaexhibition,0,1,0,0
1353,congratulations syafiq and on your wedding nhmsweds,0,1,0,0
1354,its really amazing what you can build with lego bricks lego pieceofpeacesg everythingisawesome,0,1,0,0
1355,forbidden city portrait of an empress although kit chan has a small role her performance gave me goosebumps if only she played the role of young yehenara overall its a great production forbiddencitythemusical,0,1,0,0
1356,cooling ourselves down in this afternoon heat with the name of this shaved ice dessert on the menu,0,1,0,0
1357,ameis the reason why im here at and finally the moment is here lets get the party started utopia2017,0,1,0,0
1358,20 91 yesterday night was filled with fun tears and sweat what a mix of emotions in that 35 hours ive started listening to amei from her first album and her songs accompanied me through the good and bad times 20 your concert is really the best,0,1,0,0
1359,i am at again 2 years later this time under the crazy hot sun i was hesitating to climb up for this shot but im glad i did it in the end i love taipei taipei101,0,1,0,0
1360,throwback to last friday when i was having fun under the scorching hot sun one week later and now my skin is peeling,0,1,0,0
1361,post long weekend blues and its a 5 day work week after a long break can i go back to my vacation and have a drink,0,1,0,0
1362,happy birthday to the cutest and happy baby lauren love this tropical party fufu,0,1,0,0
1363,its past midnight and i just gobbled down a slice of salted egg yolk chiffon cake from it was love at first bite love the salted egg yolk bits and the texture of the cake worththecalories,0,1,0,0
1364,i have absolutely no talent in drawing but i guess i can still connect the dots and colour procreate timelapse tomandjerry applepencil,0,1,0,0
1365,the most anticipated game on the nintendo switch mario and cappy lets get it supermarioodyssey nintendoswitch nintendo,0,1,0,0
1366,we made it out of the escape room wellalmost lostsg exodus workingatstarhub,0,1,0,0
1367,today is 2111 last year this time left us its been a year and we all miss you so much i miss calling you miss hearing you call my name miss eating the delicious food you cook miss hearing you repeat our childhood stories that i never get bored listening to miss watching television together with you i choose to believe that you are happy and in a better place now its true that time will lessen the pain but you will never be forgotten because you will be forever living in our heart love you my dearest,0,1,0,0
1368,cow cow sundae cheese and milk soft serve cheesecake salt camembert cookie at 850 per cup this is quite value for money as you get to try everything at one go i love the smooth and creamy milk soft serve cheesecake was not bad too the cookie was a little disappointing i guess i still prefer,0,1,0,0
1369,i think ive been hit by the korean wave because this is me attending my first kpop concert last night redvelvet shillabeautyconcert,0,1,0,0
1370,chocolate indulgence,0,1,0,0
1371,trip to jb many years later and finally its not the usual city square mall love the japanese food here and its so much cheaper,0,1,0,0
1372,selfie with this cutie pie too adorable,0,1,0,0
1373,eating because i need to keep the tradition alive today also reminds me of,0,1,0,0
1374,ho ho ho wishes everyone a merry christmas yes this is drawn by me i can also draw something decent ipadpro applepencil procreate santaclaus,0,1,0,0
1375,throwback to the days without spotify these 2 were my daily essential gadgets discman music jukebox,0,1,0,0
1376,heres my 2017bestnine 2017 hasnt been exactly a great year for me but i guess theres always ups and downs in life and the important thing is that you learn from it im thankful for my family and close group of friends who were there for me during the tough period right now im ready to say goodbye to 2017 and welcome 2018 2018 is gonna be an exciting year ahead nomorenegativity,0,1,0,0
1377,i think i found a new place to go for bara chirashi don,0,1,0,0
1378,delicious rice bowl tapas martinis will definitely return to try other items on the menu mojo,0,1,0,0
1379,1 2 3 guess we didnt get the memo to do a sign together gonna miss my lunch kakibitching buddy hope everything goes well for you at the west side,0,1,0,0
1380,korean food night bingsu friedchicken 8moreyearstogo,0,1,0,0
1381,17 years ago i met at this venue for the first time i was this crazy fan back then who will queue in the morning and rush down to attend all her autograph sessions it was great to see her again yesterday shes still the same down to earth singer who i love the one with her signature sunshine smile its gonna be a long while before we will hear from you again scroll all the way to see the photo taken in 2001 sunyanzi stefaniesun 18yearsandcounting,0,1,0,0
1383,it feels like the good old days but it will always be different without around thankful to my yifu and lcjj for organising and keeping this tradition alive,0,1,0,0
1384,the final stop for our cafe hopping day charcoal waffle salted caramel ice cream salted egg yolk sauce,0,1,0,0
1385,just let me sleep nua and not do anything after a long day at work cute decor average food unenthusiastic staff perhaps they were trained to be like gudetama gudetamacafesg gudetama,0,1,0,0
1386,always a joy spending time with this little one,0,1,0,0
1387,my very first quik story ilightmarinabay gopro goprohero6,0,1,0,0
1388,celebrating me last night thank you my besties for this awesome dinner every single dish tastes so good especially the salted egg yolk cuttlefish and sambal kang kong,0,1,0,0
1389,celebrating me last night thank you my besties for this awesome dinner every single dish tastes so good especially the salted egg yolk cuttlefish and sambal kang kong,0,1,0,0
1390,queued for almost 15 hours for our first meal in hk guess we expected too much but we didnt find the food here that fantastic michellinstar,0,1,0,0
1391,queued for almost 15 hours for our first meal in hk guess we expected too much but we didnt find the food here that fantastic michellinstar,0,1,0,0
1392,feeling alive at happening,0,1,0,0
