,caption,I-E,S-N,T-F,J-P
1986,amethystring tourmaline positivevibes mo doe creations leafgirl davenportiowa,0,0,0,0
1987,jaspergemstones modoecreations handmadejewelry leafgirl love vintagevibes,0,0,0,0
1988,leafgirl makeover laceeswan beautiful we got a new look,0,0,0,0
1989,grateful,0,0,0,0
1990,love our new leafgirl beautiful by illustrator laceeswan and hand painted sign by lillouhandmade etsystyle we love to supportartists at our space lots of lovely in this beautiful work,0,0,0,0
1991,getting our summer collection ready at leafgirl love our new sign mo doecreations,0,0,0,0
1992,bananarama smoothiesrock love,0,0,0,0
1993,its so rewarding to sprout your own seeds it made my salad so beautifulorganicsalfalfa livefood,0,0,0,0
1994,not too many days like this one love the outdoors,0,0,0,0
1995,jannarden 90s insensitive,0,0,0,0
1996,fullmoon 2017,0,0,0,0
1997,sleepingcat cutenomatterwhat my meadow my,0,0,0,0
1998,new issue our go to for inspiration thrivemagazine we love you rawrecipes inside,0,0,0,0
1999,lovesymbolnecklace ripprince,0,0,0,0
2000,iconicprince,0,0,0,0
2001,lazysunday she loves the new rug,0,0,0,0
2002,little miss sassy pants,0,0,0,0
2003,taking a break from behind the chair to clear out some space and embrace the moment at leafgirl,0,0,0,0
2004,intelligentnutrients a grounding blend of aromas inspired by horst seek spirit essence includes cistus oakmoss and vetiver juxtaposed with rose neroli and jasmine lovearoma,0,0,0,0
2005,aylasoriginals evanstonillinois getting some new gems today,0,0,0,0
2006,beautiful day im loving this morningrun iowaisbeautiful,0,0,0,0
2007,frenchbeauty inspired,0,0,0,0
2008,fullmoonvibes,0,0,0,0
2009,always there for me lovemymom,0,0,0,0
2010,australian opal aqua terra gemstones sterlingsilver handmade at modoecreations,0,0,0,0
2011,its here intelligentnutrients new pureluxe leavein conditioner were loving this stuff,0,0,0,0
2012,relaxingsunday,0,0,0,0
2013,im sure there are better places to be but i love iowaiowabeauty duckcreektrail morningrun,0,0,0,0
2014,taking time out for a goddesslifestyle with essentialoils healingvibes,0,0,0,0
2015,daydreamer kittylove,0,0,0,0
2016,avedainstitutechicago 2002 throwinitback thosewerethedays,0,0,0,0
2017,bestdayever life is so beautiful lovethis,0,0,0,0
2018,skindeep beautiful,0,0,0,0
2019,chakras subtleenergies healingandharmony,0,0,0,0
2020,sometimes you just have to shut out all of the negative noise from the world and bless your ears with good ole music myrunningplaylist lindseybuckingham christinemcvie goodstuff,0,0,0,0
2021,fun day at janu bead show at beadology iowa city,0,0,0,0
2022,stay connected to your inner wisdom and know that you are safe youarelove wisdomforlife,0,0,0,0
2023,itsmybirthdaybitches yayme,0,0,0,0
2024,hi,0,0,0,0
2025,newmoon bangtrimming feelingcreative,0,0,0,0
2026,sweetmusic jaymaylove,0,0,0,0
2027,got the latest issue of our favorite vegan foodie inspiration thrivemagazine,0,0,0,0
2028,meadow the explorer,0,0,0,0
2029,sheloves yogaoftheimpossible,0,0,0,0
2030,naturemedicine rosehilldesigns,0,0,0,0
2031,backyardmusings in july summerlovin,0,0,0,0
2032,nontoxic theverybest,0,0,0,0
2033,meadow in prisma,0,0,0,0
2034,joanarmatrading wednesday evening tunes willow,0,0,0,0
2035,alignment,0,0,0,0
2036,run wild,0,0,0,0
2037,chrisissak chitown,0,0,0,0
2038,saturday evening chillout with meadow gratefulheart,0,0,0,0
2039,cutestthingever,0,0,0,0
2040,chooselove always,0,0,0,0
2041,thrivemags septemberissue rawvegan inspired evarawposa rawgoddess love beautyinsideout rawforbreakfast,0,0,0,0
2042,websiterefresh connorsmsrketing,0,0,0,0
2043,checking out organic cosmetics at luckysmarketiowacity whatwehaveisreal zuiiorganicusa leafgirl organicmakeup aussielove,0,0,0,0
2044,chemtrails,0,0,0,0
2045,whattheworldneeds intelligentnutrients love,0,0,0,0
2046,getting reading for some full moon releasing magic floracopeia frankincense n fairies goodvibesonly,0,0,0,0
2047,red creek jasper turquoise bracelet handmadejewelry at leafgirlstudio,0,0,0,0
2048,beautifulday nature lovinautumn,0,0,0,0
2049,surrounded by gemstone energy and wearing the mala necklace that i made today at beadnikschicago gemstonelove,0,0,0,0
2050,gorgeous colorsautumn,0,0,0,0
2051,uptownminneapolis autumn2017 intelligentnutrients,0,0,0,0
2052,intelligentnutrients inspired,0,0,0,0
2053,moonphases november 2017,0,0,0,0
2054,remembering legendary horst founder intelligentnutrients aveda,0,0,0,0
2055,with monica in iowacity beadologyiowa revivaliowacity breadgardenmarket trumpetblossomcafe supportlocalartists fun day,0,0,0,0
2056,1111 goodvibes,0,0,0,0
2057,holiday visit parisdreaming,0,0,0,0
2058,cardreading loveishere iamabundant,0,0,0,0
2059,bethelove merryeverything 2017,0,0,0,0
2060,hello2018 its gonna be a great yearsettinggoals intentions2018 intelligentnutrients leafgirl,0,0,0,0
2061,getting some nurturing today selfacceptance love forgiveness dr hobbins,0,0,0,0
2062,purplefriday funwithfilters,0,0,0,0
2063,meadow love,0,0,0,0
2064,confirmation inalignment abundance 2018,0,0,0,0
2065,enjoyed a wonderful performance this evening from the beautiful and multifaceted mary fahl maryfahlmusic octoberproject evanstonspace manifestingdreams naturalbeauty love,0,0,0,0
2066,thrivemagazine vegan love thrivemags newedition,0,0,0,0
2067,rememberinghorst still inspiring us peaceandlove intelligentnutrients horst,0,0,0,0
2068,meadow enjoying the february snoworganickitty naturegirl,0,0,0,0
2069,love my organic cotton handmade hat by handmadenotstorebought,0,0,0,0
2070,keepitpositive grateful,0,0,0,0
2071,newmoonvibes turquoise magic handmade leafgirl,0,0,0,0
2072,innerpeace bracelet turquoise garnet yellowjade handmadejewelry,0,0,0,0
2073,busy in the bead labmustardjasper turquoise redcoral leafgirl handmades,0,0,0,0
2074,morningmusings love this girl,0,0,0,0
2075,leafgirl handmades springiscoming gemstonebracelets,0,0,0,0
2076,changeisgood personalgrowth goals,0,0,0,0
2077,horst remembering earthday2018 celebratetheearth,0,0,0,0
2078,purelove myheart,0,0,0,0
2079,tryingitout lillianorganics veganlove,0,0,0,0
2080,cuteness furbabylove my meadow such fun we have together grateful,0,0,0,0
2081,slowfastfood ferrybuilding sanfrancisco lovethisplace urbanremedy,0,0,0,0
2082,wemadeit gemstonehunting sanfrancisco,0,0,0,0
2083,1111,0,0,0,0
2084,healingvibes gemstonelove handmadewithlove leafgirl,0,0,0,0
2085,truism,0,0,0,0
2086,closedloopfarms chicago livefood closedloop organiclifetheplantchicago one of the highlights of our day at the closed loop food fest in chicago spreadingthelove,0,0,0,0
2087,simplysmitaco organicskincare feelingthelove plantchicago,0,0,0,0
2088,cleanairsalon becausewecare leafgirl organicsalon,0,0,0,0
2089,loved sharing this day with my mom she always has a way of making me laugh momtime funday makingmemories love,0,0,0,0
2090,my meadow such a sweet girl waiting so patiently always myheart,0,0,0,0
2091,feeling productive and relaxed a good day for a smile selfie showinglove and clearingspace,0,0,0,0
2092,going to miss my iowa clients classichighlights goldenhair allnutrientcolor organiclover,0,0,0,0
2093,handmade moonphases thoughtfuldesign selfreminder alignwithnature,0,0,0,0
2094,mantramagazine signs reminding me to be in alignment with the universe alwaysinmyheart,0,0,0,0
2095,a beautiful fall day my new neighborhoodwalk,0,0,0,0
2096,feeling so blessed for the life i am living inspired by evarawposa and my trip to marthasvineyard highrawlife enchanted girltime,0,0,0,0
2097,bundled up in beverlychicago love shoplocal presentsforme,0,0,0,0
2098,latest new moon creation earth grounding turquoise surrounds mixed stones including amber lapis and australian opal,0,0,0,0
2099,wow covering jonimitchell,0,0,0,0
2100,my meadow warmingmyheart its coldoutside,0,0,0,0
2101,turquoiselove custom made bracelet from leafgirl studio,0,0,0,0
2102,leafgirlstudio where the magic happens,0,0,0,0
2103,happy spring tulip love,0,0,0,0
2104,gemstone fix goodvibesonly beadniks wickerpark chicago,0,0,0,0
2105,inthemoment practicing authentic organiclove her chillspot meadowtation mygirl catlove,0,0,0,0
2106,so patient,0,0,0,0
2107,leafgirls new look is so magical,0,0,0,0
2108,meadow in the wild she loves her space,0,0,0,0
2109,sunshine,0,0,0,0
2110,howlite lava rock goodvibes floracopeia essentialoillove leafgirlstudio leafgirlhandmades handmadegemstonejewelry love,0,0,0,0
2111,blonder,0,0,0,0
2112,himalayanfoodie windsorcalifornia,0,0,0,0
2113,fkj goodtimes noplacelikeparis,0,0,0,0
2114,thats my heart right there meadow sweetgirl inandout kittylove,0,0,0,0
2115,fun day at beadologyiowa iowacity ilovethisplace goodvibeshere gladtobeback,0,0,0,0
2116,fav damngood chocolate askinosie fairtradegifts for the consciousconsumer verybest mindfullgifts love,0,0,0,0
2117,and hanginout with this sweetgirl lovethis part of my job,0,0,0,0
2118,tucson gemstonelover inmyhappyplace,0,0,0,0
2119,gratefulheart gottago loveyourselffirst sotrue valentinesday2020,0,0,0,0
2120,a voges valentines cat goddess love,0,0,0,0
2121,hairstory newwash love link in the bio,0,0,0,0
2122,frenchbob razorcuts a fun day with handdried hair love,0,0,0,0
2123,meadow,0,0,0,0
2124,meadow purelove,0,0,0,0
2125,yep tinfoilhat dontcare tinfoilcat notalone strangedaysindeed,0,0,0,0
2126,healingvibes happyplace,0,0,0,0
2127,avedachakra healing enhances going inward during these crazy times i love essentialoils and the magical healing effects that they have on me my favorite chakrahealing purefume mist by is number 4 and harmonizes the heartchakra the heart is always in need of balancing and this aroma is intoxicating get your chakras in better alignment with aveda perfume mists at everythingsrelative everythingsrelativebeverly avedaartist avedaproducts supportlocal now more than ever,0,0,0,0
2128,leafgirl gemstonejewelry love available handmadelocal,0,0,0,0
2129,bethelight grateful for you,0,0,0,0
2130,join us in healing cities,0,0,0,0
2131,californiapoppy goodday,0,0,0,0
2132,newwash love theres no other zero lather shampoo like it no synthetic fragrance all pure ingredients never ever roughs up and tangles youre hair plus their autoship rocks,0,0,0,0
2133,couldnothelpmyself shessocute taking a break with my girl,0,0,0,0
2134,younglivingessentialoils seedtosealpromise pure essentialoillove,0,0,0,0
2135,newwebsite liveyourbestlife organicbeauty primemybody hemp beautyinsideout,0,0,0,0
2136,coolgifts holidayboutique check it out at my store linkinbio,0,0,0,0
2137,i drink my coffee with the maple syrup we make the little things make life really good,1,1,0,0
2138,this is the correct way to maple syrup,1,1,0,0
2139,mushroom spotted during spring yard cleanup,1,1,0,0
2140,somebunnys looking mighty grey after a little haircut,1,1,0,0
2141,may the 4th be with you,1,1,0,0
2142,mother nature is having a real good cry our beach is gone at this moment im glad we built the house way way up high in a giant welldraining sand pit this is the highest ive seen the water and itll get higher by tomorrow im sure,1,1,0,0
2143,im the luckiest mama shes the most amazing kid this beauty is from my baby she knew how much it would mean to me my mom loved these too,1,1,0,0
2144,last weekend in montreal,1,1,0,0
2145,buzz buzz i hope for many apples this year,1,1,0,0
2146,everything is planted romaine mixed greens swiss chard cilantro parsley sage savoury green and yellow beans sweet peas pickling cucumbers thai basil sweet basil purple basil 6 different types of tomatoes from juniper farm chives carrots pumpkin garlic and multiplayer onions dill mint and beets i cant wait to eat it all,1,1,0,0
2147,a half hour to myself messing around with a photo and i love libraries,1,1,0,0
2148,sibling time,1,1,0,0
2149,hike view salt spring island,1,1,0,0
2150,summer bbq wire chairs,1,1,0,0
2151,there are majestic beauties in my garden this year,1,1,0,0
2152,olafur eliasson le muse dart contemporain de montral unforgettable jazz festival fun it like we were a part of an urban science experience amazing day,1,1,0,0
2153,peaceful sounds of many different types of birds chirping bullfrogs croaking fish splashing alone on a dock wholeheartedly soaking this great moment up,1,1,0,0
2154,i needed to make something so theres that,1,1,0,0
2155,evening swim session,1,1,0,0
2156,homemade lemonade 1 lemon 1 lime 1 orange handful of fresh mint maple syrup,1,1,0,0
2157,chanterelles part iv so many this year maybe its because the forager neighbours i miss so very much moved away,1,1,0,0
2158,rainy camping weekend,1,1,0,0
2159,chanterelles part v found some lobsters hanging out in the chanterelles patch not really but we do know great people what would you do if you found two of these guys crawling around in your fridge when you got home from work,1,1,0,0
2160,happy doggo,1,1,0,0
2161,soon fermented dillies,1,1,0,0
2162,inherited folk art painted by my great aunt pauline mary fricker given to my grandmother in the early 60s i feel as though ive inherited much more than this painting,1,1,0,0
2163,first garlic harvest,1,1,0,0
2164,evening glow,1,1,0,0
2165,escape,1,1,0,0
2166,lunch hour sighting,1,1,0,0
2167,feeling all the feels ceramic christmas tree made by my aunt surrounded by my moms quilting,1,1,0,0
2168,library of parliament,1,1,0,0
2169,were doing things a little differently this year,1,1,0,0
2170,phase i was an adventurous week feeling like a jetsons family i wish i could bring home all the chairs and light fixtures,1,1,0,0
2171,early morning beach walk alone just me with my coffee before the family woke up,1,1,0,0
2172,feeding my soul once in a while a makers gotta make,1,1,0,0
2173,looking for something to do this upcoming long weekend treat yourself to something super tasty delicious at and see my new spring works at,1,1,0,0
2174,too many ideas will simplify and go bigger,1,1,0,0
2175,ive been lost consumed with big life adjustments feeling big wholehearted feelings i have not been able to express to the people who should hear them am unable to focus creatively this little plant though she has a simple purpose and shines im going to finish my coffee shower eat water the grass seeds so they sprout plane some deck boards so i can have a beautiful deck help my daughter clean her room and teach her why we have to stop buying things we dont need playcuddle with the dog because shes awesome tidy not clean i dont have time for that somethings gotta give,1,1,0,0
2176,i grew some pickles,1,1,0,0
2178,lazy river float bucket list item checked off the list wow hanging with these ladies from back home was great fun will do again you guys in saw diane at the ice cream shop shes in,1,1,0,0
2179,garden goods i wasnt going to plant one this year glad i did,1,1,0,0
2180,delicate gigantic chanterelle whatsfordinner,1,1,0,0
2181,slow makings of mobile sculpture aka zone out therapy,1,1,0,0
2182,picked onions garden grown,1,1,0,0
2183,i can finally post it i made a baby mobile for an incredibly beautiful and most kind and generous couple expecting their first wee one together a trio of needle felted birds adorned with vintage glass beads and an old crystal,1,1,0,0
2184,clean floor clean windows feels good,1,1,0,0
2185,yayoi kusama infinity room,1,1,0,0
2186,playing with shapes,1,1,0,0
2187,spent hoya flowers on a jadeit plate in a rainbow,1,1,0,0
2188,hes sorting out the good ones todays the day,1,1,0,0
2189,my weirdo muppet dog trying to say cheeze we boiled lots of sap today,1,1,0,0
2190,from now on the yard will only be mowed when morel season is over,1,1,0,0
2191,in the studio making things feeling grounded again needlefelting needlefelted needlefelt feltedart feltedsculpture hangingsculpture mobilesculpture,1,1,0,0
2192,i am in love with making these so many pieces handmade curated assembled balanced hangingsculpture kineticsculpture mobilesculpture mobileart needlefelting woodburning,1,1,0,0
2193,scribble bunny air plant,1,1,0,0
2194,burly components for work in progress kinetic mobiles sculpted maple burl and old dangly glass leaf drops,1,1,0,0
2195,apples and pears are constantly plopping out of the trees and hops are making my neglected garden look pretty a regular group of 5 deer are eating well and by october a bear will finish the fruit,1,1,0,0
2196,heres a tired little bee enjoying a honey snackeroo,1,1,0,0
2198,contemporarytextileart contemporarytextiles hangingsculpture hangingmobile mobilesculpture woodburningart woodburning handmadecrafts airplantholder needlefelting needlfelted mixedmediaart,1,1,0,0
2199,i made a thing needlefelting fiberart feltart abstractsculpture artobject designobject woolsculpture organicshapes textilesculpture textileart handmade,1,1,0,0
2200,snorkel beach bbq sunset,1,1,0,0
2201,hoya bloom,1,1,0,0
2202,these are thoroughly washed vegetables i used a lot of dish soap did anyone touch have a conversation around them or even breathe on them before i put them in my shopping cart today was a true test of keeping panic at bay i did not hoard and kept calm even though there is no more lysol or toilet paper on the grocery store shelf all my shopping bags are in the washing machine along with all the clothes i was wearing including my coat toque scarf and gloves over the top yeah the next time i go out to get provisions will be in 1 week when i go get my dads medicine refill maybe the loo rolls will make a comeback by then i hope you are doing ok,1,1,0,0
2203,task fill a page in my watercolour book inspiration frank stella,1,1,0,0
2204,did you know sinkers tomatoes and limes floaters apples oranges and lemons,1,1,0,0
2205,walnut wire felted wool,1,1,0,0
2206,suspended mobile sculpture carved walnut felted wool barbed wire needlefelting fiberart feltart artobject designobject woolsculpture organicshapes textilesculpture handmade suspendedsculpture hangingmobile mobilesculpture woodcarving mixedmediasculpture contemporarycraft contempoaryart contemporarytextiles contemporarysculpture contemporarytextileart fibreart fiberart mixedmediaart mixedmediaartist,1,1,0,0
2207,simple and pretty it twirls when you walk by mobilesculpture mobileart hangingmobile kineticart kineticsculpture abstractart woodburning pyrography contemporarysculpture woodworking woodart handmade,1,1,0,0
2208,chicken pot pie my mother in law sent us the filling and i made the crust,1,1,0,0
2209,lemon glazed madeleines,1,1,0,0
2210,the latest experiment darkening wood with a combination of black tea vinegar and steel wool science both pieces of wood in this mobile come from the same block one has been darkened while the other was left natural wood burning felted wool wire woodburning pyrography needlefelting feltart sculpture abstractsculpture artobject designobject woolsculpture organicshapes handmade contemporarysculpture suspendedsculpture hangingsculpture hangingmobile mobilesculpture abstractform interiordesign,1,1,0,0
2211,daytime stargazing interiordesign artobject designobject woodsculpture handmade suspendedsculpture hangingmobile mobilesculpture woodart woodworking woodburning pyrography celestial celestialart,1,1,0,0
2212,happy birthday daina the daffodils bloom late on our little hill,1,1,0,0
2213,yesterday was perfect,1,1,0,0
2214,we have new additions to the family 5 chickens grateful they provide 5 eggs every day one of them squawked a lot this morning i wondered why later oh thats a big egg,1,1,0,0
2215,25 chickens these ones are bacon and wendy hanging out with me while i water the plants and garden drink some gt,1,1,0,0
2216,hot spell cool river dips,1,1,0,0
2217,loads of beautiful san marzanos beefsteaks and cherry tomatoes are growing please pray to the tomato gods that we have a healthy harvest every year we have been hit with blight i look forward to having too many tomatoes to process,1,1,0,0
2218,25kg 55lbs,1,1,0,0
2220,unfinished needle felted sculpture work in progress i couldnt wait to post 17h x 12w x 8d felt sculpture needlefelting fiberart feltart abstractsculpture artobject designobject woolsculpture organicshapes textilesculpture textileart handmade biomorphic biomorphism abstractform,1,1,0,0
2221,pudgy hanging out on some dill,1,1,0,0
2222,needle felted flower edited this was originally displayed as a mobile i always felt hehe it could be displayed better this old rusty crate is a perfect contrast to the delicate wool fibres felt sculpture needlefelting fibreart fiberart feltart artobject wallobject designobject woolsculpture organicshapes,1,1,0,0
2223,suspended mobile sculpture carved maple wire vintage glass nailhead beads felted wool woodsculpture woodart woodworking woodburning pyrography woodcarving needlefelting abstractsculpture artobject organicshapes handmade suspendedsculpture hangingmobile mobilesculpture,1,1,0,0
2224,suspended air plant holder wood burning felted wool wire woodburning pyrography needlefelting feltart handmade suspendedsculpture hangingmobile airplant airplantholder airplantlove,1,1,0,0
2225,lemon almond cake for lunch,1,1,0,0
2226,look away from your screen you never know who might be there workfromhomelife silverlinings,1,1,0,0
2227,field trip i went to work to make sure an install was and took the opportunity to grab a couple of quick snaps while i was there book spines are pretty,1,1,0,0
2228,late last night i played around with some wool and fixed a thing i made a long time ago wool leather wire,1,1,0,0
2229,studio morning glow a much loved wood burned panel of sunflowers and chickadees made by my great aunt polly 1972 needle felted parts by me felt sculpture needlefelting fibreart fiberart feltart artobject needlefelt needlefelted woolsculpture organicshapes,1,1,0,0
2230,experimenting with colour and nervous to step away from neutral tones this was a small scale test to see how the bumpy shape looks in a frame i have 2 slightly larger oval brass frames with a beautiful patina that are perfect for possibly the next project needlefelted wallobject,1,1,0,0
2231,lunch hour hike,1,1,0,0
2232,needle felted wool sculpture in old brass frame felt sculpture needlefelting fibreart fiberart feltart artobject wallobject designobject woolsculpture organicshapes,1,1,0,0
2233,cheesy dreams and snozzy slacks 1961 from my grandmothers notebook,1,1,0,0
2234,drippy eggs n things i found a wood burned piece i made many moons ago between the pages of my old flocked wallpaper sample book i really like the idea of flocked wallpaper and felt together,1,1,0,0
2235,winter prep,1,1,0,0
2236,blue please,1,1,0,0
2237,another captured rainbow needle felted wool wire antique glass nailheads,1,1,0,0
2238,happiness sighting,1,1,0,0
2239,the image in my brain of how this should be compared to how its going is not the same it fell apart the first time im not giving up tho,1,1,0,0
2240,experiments with texture wool wire hemp string needlefelting woolart textileart,1,1,0,0
2241,clean fresh eggs,1,1,0,0
2242,when the bosss bosses are waiting for a link of the work you spent months working on and the deadline is moved a couple of days sooner scramble and panic set in luckily i work with amazing colleagues who will kindly jump in and help when needed the final files are sent the adrenaline can subside phew why did i decide to be a graphic designer again 24 years later i still dont know the answer to that so to calm down i take a moment to post to instagram here is a photo of a big jar we gave away last weekend i like to think that it once contained lots of love potion,1,1,0,0
2243,failed attempts before making things work i have no system that results in success every time maybe in the new year ill find the soldering stuff for now ill call it purist mobile assembly haha trying not to cry maybe i should go eat something before i accidentally stab myself again and melt down,1,1,0,0
2244,something new maple wool beach finding vintage crystal wire artobject mobilesculpture smallworks,1,1,0,0
2245,new mobile maple coral vintage crystal wire interiordesign artobject designobject woodsculpture handmade suspendedsculpture hangingmobile mobilesculpture,1,1,0,0
2246,a box of old rusty staples inspired this tough and dainty little thing wool wire rusty staples felt sculpture needlefelting fibreart fiberart feltart artobject designobject woolsculpture,1,1,0,0
2247,merry christmas tortiere crispy baked taters and green peas for eve dinner french toast for breakfast lots of coffee and presents the best gift is family near and far close to my heart lots of love i wish you and yours comfort and the dreams of future togetherness come true soon,1,1,0,0
2248,wrapping up 2020 by finishing this little folkarty series looks like farty when you speedread haha tis the season to finish all the little projects so i can bring the big ideas to life vine wire wool leather,1,1,0,0
2249,a neglected corner of the house got a little love over the holidays that 1960s modular hutch was found on kijiji for 50 this little refresh makes the house a lot more cozy,1,1,0,0
2250,this regal little guy sat on my work table since last summer i couldnt decide whether he should be part of a mobile or be on a wall a decision was finally made and im happy with the result location is so important it glows between these big windows the first photo was lightened up and i fixed the perspective on it the second photo was not edited wool wire felt sculpture needlefelting fibreart fiberart feltart artobject wallobject woolsculpture organicshapes,1,1,0,0
2251,waffles,1,1,0,0
2252,a handy tip if you make bread regularly prep extra batches of dry ingredients so you can get that next loaf going when you pour your first morning coffee this message is made possible by a power outage sorry colleagues i cant send those files at the moment,1,1,0,0
2253,red trail deer sightings,1,1,0,0
2254,new doodads that i worked on the past few weekends,1,1,0,0
2255,bumpy rainbow,1,1,0,0
2256,valentine chocolate swirl meringues chicken and egg yolk salad sandwiches potato celery leek soup rye bread saturday morning kitchen shenanigans,1,1,0,0
2257,prototypes works in progress things that work or go nowhere i love the process of figuring it out,1,1,0,0
2258,the accumulated snow that slides off the roof shakes the house it is a beautiful day,1,1,0,0
2259,exactly one year ago today we flew international gcm yyz yow grand cayman is a major cruise ship port while we were at a museum in george town my husband remembers people coughing near us at the time we didnt know much about the virus that was quietly making its way around the world a week after we returned home our workplace doors closed for nonemergency access and we started working from home shortly after that i had a terrible cold for a month the health line nurse told me my symptoms did not match the requirements for covid testing and i probably just had a cold forever a mystery no antibodies test did i have it maybe not one thing i am sure of looking forward to the vaccine jabs this photo has nothing to do with that story these littles wait patiently for me to finish the day job hours my studio and office are the same place and i am surprisingly able to keep the two separate unfortunately my studio time hangs out on the back burner more than id like ill get to you guys someday,1,1,0,0
2263,20,1,1,0,0
2264,23,1,1,0,0
2268,clouds floating in autumnal sky,1,1,0,0
2270,a sleeping cat,1,1,0,0
2271,lr test,1,1,0,0
2272,masking test,1,1,0,0
2275,newapp test artistic,1,1,0,0
2276,jerusalem the golden,1,1,0,0
2277,huji test,1,1,0,0
2278,30,1,1,0,0
2281,2,1,1,0,0
2282,1,1,1,0,0
2285,peace,1,1,0,0
2286,kotel sukkot,1,1,0,0
2287,jewish quarter old city jerusalem,1,1,0,0
2288,judeandesert wadiqelt,1,1,0,0
2289,judeandesert wadiqelt panorama,1,1,0,0
2290,templemount jerusalem,1,1,0,0
2291,jewish quarter oldcity jerusalem,1,1,0,0
2292,jericho,1,1,0,0
2294,deadsea panorama,1,1,0,0
2295,divorced,1,1,0,0
2296,gilgal panorama,1,1,0,0
2298,on the way to the sea of galilee,1,1,0,0
2299,sea of galilee israel,1,1,0,0
2300,galilee eingev resort,1,1,0,0
2301,mount hermon,1,1,0,0
2303,sunrise tiberias galilee israel,1,1,0,0
2304,eremos mount of beautitudes galilee israel,1,1,0,0
2305,tabgha galilee israel,1,1,0,0
2306,old jaffa yafo,1,1,0,0
2307,an atelier of an artist in old jaffa yafo,1,1,0,0
2308,jaffa yafo,1,1,0,0
2309,deadsea,1,1,0,0
2310,a cat wandering in front of the aladin restaurant old jaffa,1,1,0,0
2311,a sleepy dog,1,1,0,0
2312,sunrise over sea of galilee tiberias israel tap to hear sound,1,1,0,0
2313,nightview telaviv israel,1,1,0,0
2314,on the sea of galilee israel,1,1,0,0
2316,a dove is waiting for its friend,1,1,0,0
2320,autumnalcolours,1,1,0,0
2321,autumnalcolours,1,1,0,0
2325,okinawa heavens church,1,1,0,0
2326,15,1,1,0,0
2327,okinawa heavens church,1,1,0,0
2334,heavens church,1,1,0,0
2337,25,1,1,0,0
2338,2,1,1,0,0
2343,2,1,1,0,0
2344,s,1,1,0,0
2349,sunset through an old window,1,1,0,0
2350,bokeh,1,1,0,0
2354,heaven and mud,1,1,0,0
2357,galilee,1,1,0,0
2358,mount hermon,1,1,0,0
2359,brook of jabbok,1,1,0,0
2361,canaan view from mount nebo panorama,1,1,0,0
2364,deadsea,1,1,0,0
2365,trees of eingedi israel,1,1,0,0
2366,giants appeared in negev israel,1,1,0,0
2367,sunrise at negev israel,1,1,0,0
2368,shittim shitta tree negev israel,1,1,0,0
2369,shittim shitta tree negev israel bw,1,1,0,0
2371,telaviv israel,1,1,0,0
2372,219 nehushtan copperserpent mount nebo jordan,1,1,0,0
2373,a flight from tel aviv to moscow,1,1,0,0
2374,telaviv israel,1,1,0,0
2375,a cat at the viewpoint of mountofolives jerusalem israel,1,1,0,0
2376,sea of galilee,1,1,0,0
2377,mountnebo,1,1,0,0
2378,jordan,1,1,0,0
2379,archaeoligical site of qumran dead sea israel,1,1,0,0
2380,it believeornot,1,1,0,0
2381,microdust,1,1,0,0
2386,a night view from the roof,1,1,0,0
2390,a fine spring day,1,1,0,0
2392,rain,1,1,0,0
2393,umbrella,1,1,0,0
2394,gradient of night and day nightview seoul,1,1,0,0
2396,chongqing china,1,1,0,0
2397,chongqing china,1,1,0,0
2400,a photographer couple,1,1,0,0
2402,rain,1,1,0,0
2403,after rain cebu philippines,1,1,0,0
2407,hoshana rabbah during sukkot,1,1,0,0
2409,simchat torah in jerusalem,1,1,0,0
2410,galilee,1,1,0,0
2411,galilee eingev,1,1,0,0
2412,ein gev resort galilee,1,1,0,0
2414,on the way to the airport bokeh,1,1,0,0
2416,david dead sea resort spa,1,1,0,0
2417,dxoone,1,1,0,0
2418,sunset,1,1,0,0
2419,yellowsky,1,1,0,0
2424,1413,1,1,0,0
2427,2018,1,1,0,0
2428,assyrian sculpture with cuneiform bookcover iaminkorea,1,1,0,0
2430,cat galilee israel,1,1,0,0
2432,peace in galilee,1,1,0,0
2434,well of beer sheva,1,1,0,0
2435,a boy wearing a tallit and tefillins at sde boker negev,1,1,0,0
2442,bethel beit el,1,1,0,0
2452,ancient ruins of the city gate of tel dan,1,1,0,0
2454,2,1,1,0,0
2455,rainbow over galilee,1,1,0,0
2456,very good,1,1,0,0
2457,let the holy spirit come upon us with the wings of the fire,1,1,0,0
2458,sea of galilee,1,1,0,0
2459,112 235 4610 16,1,1,0,0
2462,cafe mauni no oka,1,1,0,0
2463,israel bethlehem tombofrachel menorah hebrew caligraphy jewish jewishart,1,1,0,0
2464,331011 israel jerusalem oldcity instaisrael,1,1,0,0
2465,israel jerusalem westernwall kotel,1,1,0,0
2466,israrel jerusalem,1,1,0,0
2468,kfc kfc,1,1,0,0
2469,8 meashearim jerusalem israel,1,1,0,0
2470,graffiti benyehuda jerusalem israel,1,1,0,0
2471,ai 1400 the biblical ai in joshua old testament modern name is khirbet elmaqatir but cant find here with this name ai ephraim archaeology israel,1,1,0,0
2472,cliffs of mount azazel jabal munttar 16 azazel jabalmunttar cliffs yomkippur judeandesert israel sunrise,1,1,0,0
2473,actually it was an olive press,1,1,0,0
2474,kidron valley jerusalem,1,1,0,0
2475,khirbet qana,1,1,0,0
2476,sunrise at bethlehem israel,1,1,0,0
2477,7 2 3 the way of patriarchs,1,1,0,0
